record started at: 07-05-18 04:47:25

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 1280x720
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
371 371 30.00 0:00:00:12.367/1000 0:00:00:12.334/1000 861.46 215.03 236.26 190.38 -1000.00 -1000.00 52.00 71.00 
372 371 30.00 0:00:00:12.400/1000 0:00:00:12.367/1000 861.39 217.16 236.38 190.98 -1000.00 -1000.00 49.00 71.00 
373 373 30.00 0:00:00:12.434/1000 0:00:00:12.400/1000 861.47 216.69 236.33 190.84 -1000.00 -1000.00 53.00 71.00 
374 374 30.00 0:00:00:12.467/1000 0:00:00:12.434/1000 861.68 214.19 236.14 190.13 -1000.00 -1000.00 51.00 71.00 
375 374 30.00 0:00:00:12.500/1000 0:00:00:12.467/1000 861.54 211.41 236.09 189.39 -1000.00 -1000.00 53.00 72.00 
376 376 30.00 0:00:00:12.534/1000 0:00:00:12.500/1000 860.45 208.20 236.37 188.64 -1000.00 -1000.00 53.00 71.00 
377 377 30.00 0:00:00:12.567/1000 0:00:00:12.534/1000 859.14 204.31 236.72 187.73 -1000.00 -1000.00 53.00 71.00 
378 377 30.00 0:00:00:12.600/1000 0:00:00:12.567/1000 857.06 200.49 237.36 186.95 -1000.00 -1000.00 58.00 73.00 
379 379 30.00 0:00:00:12.634/1000 0:00:00:12.600/1000 856.52 197.64 237.45 186.23 -1000.00 -1000.00 57.00 71.00 
380 380 30.00 0:00:00:12.667/1000 0:00:00:12.634/1000 856.26 194.73 237.43 185.46 -1000.00 -1000.00 57.00 70.00 
381 380 30.00 0:00:00:12.700/1000 0:00:00:12.667/1000 854.75 190.39 237.83 184.47 -1000.00 -1000.00 58.00 68.00 
382 382 30.00 0:00:00:12.734/1000 0:00:00:12.700/1000 853.69 185.78 238.05 183.34 -1000.00 -1000.00 66.00 68.00 
383 383 30.00 0:00:00:12.767/1000 0:00:00:12.734/1000 853.21 183.86 238.15 182.87 -1000.00 -1000.00 65.00 68.00 
384 383 30.00 0:00:00:12.800/1000 0:00:00:12.767/1000 853.15 184.11 238.19 182.95 -1000.00 -1000.00 68.00 69.00 
385 385 30.00 0:00:00:12.834/1000 0:00:00:12.800/1000 869.15 177.81 231.64 178.92 -1000.00 -1000.00 68.00 71.00 
386 386 30.00 0:00:00:12.867/1000 0:00:00:12.834/1000 910.53 152.80 211.70 164.13 -1000.00 -1000.00 62.00 63.00 
387 386 30.00 0:00:00:12.900/1000 0:00:00:12.867/1000 933.63 123.53 197.41 148.87 -1000.00 -1000.00 59.00 57.00 
388 388 30.00 0:00:00:12.934/1000 0:00:00:12.900/1000 930.66 109.66 198.10 144.60 -1000.00 -1000.00 64.00 61.00 
389 389 30.00 0:00:00:12.967/1000 0:00:00:12.934/1000 922.20 101.20 202.24 143.75 -1000.00 -1000.00 64.00 60.00 
390 389 30.00 0:00:00:13.00/1000 0:00:00:12.967/1000 912.53 88.28 206.60 141.66 -1000.00 -1000.00 63.00 57.00 
391 391 30.00 0:00:00:13.34/1000 0:00:00:13.00/1000 900.45 74.12 211.98 139.84 -1000.00 -1000.00 64.00 58.00 
392 392 30.00 0:00:00:13.67/1000 0:00:00:13.34/1000 885.98 60.41 218.32 138.86 -1000.00 -1000.00 63.00 55.00 
393 392 30.00 0:00:00:13.100/1000 0:00:00:13.67/1000 875.17 52.35 222.96 138.89 -1000.00 -1000.00 63.00 56.00 
394 394 30.00 0:00:00:13.134/1000 0:00:00:13.100/1000 865.56 45.77 226.95 139.11 -1000.00 -1000.00 62.00 56.00 
395 395 30.00 0:00:00:13.167/1000 0:00:00:13.134/1000 856.81 38.65 230.41 138.94 -1000.00 -1000.00 65.00 57.00 
396 395 30.00 0:00:00:13.200/1000 0:00:00:13.167/1000 849.60 31.59 233.13 138.42 -1000.00 -1000.00 65.00 57.00 
397 397 30.00 0:00:00:13.234/1000 0:00:00:13.200/1000 845.91 24.81 234.36 137.16 -1000.00 -1000.00 64.00 57.00 
398 398 30.00 0:00:00:13.267/1000 0:00:00:13.234/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
399 398 30.00 0:00:00:13.300/1000 0:00:00:13.267/1000 795.27 3.82 252.49 142.25 -1000.00 -1000.00 37.00 11.00 
400 400 30.00 0:00:00:13.334/1000 0:00:00:13.300/1000 747.97 -42.00 266.08 139.29 -1000.00 -1000.00 60.00 39.00 
401 401 30.00 0:00:00:13.367/1000 0:00:00:13.334/1000 779.57 -52.60 255.99 129.47 -1000.00 -1000.00 64.00 54.00 
402 401 30.00 0:00:00:13.400/1000 0:00:00:13.367/1000 811.32 -26.93 245.75 129.50 -1000.00 -1000.00 64.00 53.00 
403 403 30.00 0:00:00:13.434/1000 0:00:00:13.400/1000 831.41 -6.37 238.87 130.88 -1000.00 -1000.00 65.00 53.00 
404 404 30.00 0:00:00:13.467/1000 0:00:00:13.434/1000 841.21 5.87 235.45 132.29 -1000.00 -1000.00 67.00 57.00 
405 404 30.00 0:00:00:13.500/1000 0:00:00:13.467/1000 827.26 -4.40 240.58 132.53 -1000.00 -1000.00 66.00 57.00 
406 406 30.00 0:00:00:13.534/1000 0:00:00:13.500/1000 722.76 -92.23 272.07 131.11 -1000.00 -1000.00 57.00 51.00 
407 407 30.00 0:00:00:13.567/1000 0:00:00:13.534/1000 507.46 -251.69 314.15 133.54 -1000.00 -1000.00 43.00 45.00 
408 407 30.00 0:00:00:13.600/1000 0:00:00:13.567/1000 389.89 -328.29 329.52 136.27 -1000.00 -1000.00 48.00 47.00 
409 409 30.00 0:00:00:13.634/1000 0:00:00:13.600/1000 436.10 -297.57 323.94 135.39 -1000.00 -1000.00 50.00 48.00 
410 410 30.00 0:00:00:13.667/1000 0:00:00:13.634/1000 489.51 -258.82 316.77 134.90 -1000.00 -1000.00 52.00 49.00 
411 410 30.00 0:00:00:13.700/1000 0:00:00:13.667/1000 529.50 -230.24 310.83 134.40 -1000.00 -1000.00 53.00 50.00 
412 412 30.00 0:00:00:13.734/1000 0:00:00:13.700/1000 561.55 -209.34 305.64 133.53 -1000.00 -1000.00 54.00 49.00 
413 413 30.00 0:00:00:13.767/1000 0:00:00:13.734/1000 583.95 -194.02 301.76 133.05 -1000.00 -1000.00 54.00 49.00 
414 413 30.00 0:00:00:13.800/1000 0:00:00:13.767/1000 597.69 -184.33 299.28 132.80 -1000.00 -1000.00 53.00 49.00 
415 415 30.00 0:00:00:13.834/1000 0:00:00:13.800/1000 608.12 -177.62 297.34 132.46 -1000.00 -1000.00 53.00 48.00 
416 416 30.00 0:00:00:13.867/1000 0:00:00:13.834/1000 614.62 -173.75 296.09 132.17 -1000.00 -1000.00 54.00 48.00 
417 416 30.00 0:00:00:13.900/1000 0:00:00:13.867/1000 619.07 -171.66 295.22 131.85 -1000.00 -1000.00 54.00 48.00 
418 418 30.00 0:00:00:13.934/1000 0:00:00:13.900/1000 625.74 -167.90 293.91 131.49 -1000.00 -1000.00 53.00 47.00 
419 419 30.00 0:00:00:13.967/1000 0:00:00:13.934/1000 634.83 -161.53 292.09 131.29 -1000.00 -1000.00 53.00 48.00 
420 419 30.00 0:00:00:14.00/1000 0:00:00:13.967/1000 642.93 -149.72 290.50 132.56 -1000.00 -1000.00 54.00 46.00 
421 421 30.00 0:00:00:14.34/1000 0:00:00:14.00/1000 651.22 -135.69 288.87 134.34 -1000.00 -1000.00 55.00 46.00 
422 422 30.00 0:00:00:14.67/1000 0:00:00:14.34/1000 660.17 -124.48 287.03 135.36 -1000.00 -1000.00 58.00 49.00 
423 422 30.00 0:00:00:14.100/1000 0:00:00:14.67/1000 667.14 -117.79 285.54 135.67 -1000.00 -1000.00 58.00 48.00 
424 424 30.00 0:00:00:14.134/1000 0:00:00:14.100/1000 673.75 -112.73 284.09 135.66 -1000.00 -1000.00 58.00 49.00 
425 425 30.00 0:00:00:14.167/1000 0:00:00:14.134/1000 682.63 -104.80 282.11 135.93 -1000.00 -1000.00 60.00 50.00 
426 425 30.00 0:00:00:14.200/1000 0:00:00:14.167/1000 691.67 -97.86 280.03 135.92 -1000.00 -1000.00 60.00 50.00 
427 427 30.00 0:00:00:14.234/1000 0:00:00:14.200/1000 699.41 -91.53 278.21 136.02 -1000.00 -1000.00 61.00 50.00 
428 428 30.00 0:00:00:14.267/1000 0:00:00:14.234/1000 705.52 -87.26 276.73 135.91 -1000.00 -1000.00 60.00 47.00 
429 428 30.00 0:00:00:14.300/1000 0:00:00:14.267/1000 710.95 -83.53 275.40 135.79 -1000.00 -1000.00 61.00 48.00 
430 430 30.00 0:00:00:14.334/1000 0:00:00:14.300/1000 716.56 -78.93 274.01 135.86 -1000.00 -1000.00 60.00 47.00 
431 431 30.00 0:00:00:14.367/1000 0:00:00:14.334/1000 723.58 -75.75 272.19 135.28 -1000.00 -1000.00 60.00 46.00 
432 431 30.00 0:00:00:14.400/1000 0:00:00:14.367/1000 732.76 -71.15 269.75 134.61 -1000.00 -1000.00 61.00 50.00 
433 433 30.00 0:00:00:14.434/1000 0:00:00:14.400/1000 741.25 -66.82 267.44 134.00 -1000.00 -1000.00 62.00 47.00 
434 434 30.00 0:00:00:14.467/1000 0:00:00:14.434/1000 747.44 -63.70 265.71 133.53 -1000.00 -1000.00 61.00 47.00 
435 434 30.00 0:00:00:14.500/1000 0:00:00:14.467/1000 750.86 -62.10 264.74 133.24 -1000.00 -1000.00 62.00 48.00 
436 436 30.00 0:00:00:14.534/1000 0:00:00:14.500/1000 753.13 -61.54 264.07 132.90 -1000.00 -1000.00 62.00 48.00 
437 437 30.00 0:00:00:14.567/1000 0:00:00:14.534/1000 757.01 -58.25 262.98 132.97 -1000.00 -1000.00 62.00 48.00 
438 437 30.00 0:00:00:14.600/1000 0:00:00:14.567/1000 759.77 -55.44 262.21 133.14 -1000.00 -1000.00 61.00 48.00 
439 439 30.00 0:00:00:14.634/1000 0:00:00:14.600/1000 757.62 -57.52 262.82 133.04 -1000.00 -1000.00 62.00 48.00 
440 440 30.00 0:00:00:14.667/1000 0:00:00:14.634/1000 754.78 -58.95 263.64 133.26 -1000.00 -1000.00 61.00 47.00 
441 440 30.00 0:00:00:14.700/1000 0:00:00:14.667/1000 755.46 -58.40 263.45 133.26 -1000.00 -1000.00 62.00 48.00 
442 442 30.00 0:00:00:14.734/1000 0:00:00:14.700/1000 753.37 -69.66 263.79 130.60 -1000.00 -1000.00 62.00 47.00 
443 443 30.00 0:00:00:14.767/1000 0:00:00:14.734/1000 753.63 -82.12 263.39 127.06 -1000.00 -1000.00 64.00 47.00 
444 443 30.00 0:00:00:14.800/1000 0:00:00:14.767/1000 751.26 -86.65 264.00 126.33 -1000.00 -1000.00 64.00 51.00 
445 445 30.00 0:00:00:14.834/1000 0:00:00:14.800/1000 744.37 -92.55 265.91 126.27 -1000.00 -1000.00 62.00 48.00 
446 446 30.00 0:00:00:14.867/1000 0:00:00:14.834/1000 745.16 -89.78 265.75 126.86 -1000.00 -1000.00 62.00 49.00 
447 446 30.00 0:00:00:14.900/1000 0:00:00:14.867/1000 740.68 -98.87 266.85 125.36 -1000.00 -1000.00 68.00 52.00 
448 448 30.00 0:00:00:14.934/1000 0:00:00:14.900/1000 734.29 -113.69 268.36 122.74 -1000.00 -1000.00 68.00 52.00 
449 449 30.00 0:00:00:14.967/1000 0:00:00:14.934/1000 734.39 -113.61 268.33 122.74 -1000.00 -1000.00 68.00 52.00 
450 449 30.00 0:00:00:15.00/1000 0:00:00:14.967/1000 734.36 -113.65 268.34 122.73 -1000.00 -1000.00 68.00 52.00 
451 451 30.00 0:00:00:15.34/1000 0:00:00:15.00/1000 734.35 -113.64 268.34 122.74 -1000.00 -1000.00 68.00 52.00 
452 452 30.00 0:00:00:15.67/1000 0:00:00:15.34/1000 734.49 -113.40 268.30 122.77 -1000.00 -1000.00 68.00 54.00 
453 452 30.00 0:00:00:15.100/1000 0:00:00:15.67/1000 734.66 -113.10 268.26 122.82 -1000.00 -1000.00 68.00 53.00 
454 454 30.00 0:00:00:15.134/1000 0:00:00:15.100/1000 734.68 -113.01 268.26 122.83 -1000.00 -1000.00 68.00 53.00 
455 455 30.00 0:00:00:15.167/1000 0:00:00:15.134/1000 734.73 -113.01 268.24 122.82 -1000.00 -1000.00 68.00 54.00 
456 455 30.00 0:00:00:15.200/1000 0:00:00:15.167/1000 735.03 -112.88 268.16 122.79 -1000.00 -1000.00 69.00 54.00 
457 457 30.00 0:00:00:15.234/1000 0:00:00:15.200/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
458 458 30.00 0:00:00:15.267/1000 0:00:00:15.234/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
459 458 30.00 0:00:00:15.300/1000 0:00:00:15.267/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
460 460 30.00 0:00:00:15.334/1000 0:00:00:15.300/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
461 461 30.00 0:00:00:15.367/1000 0:00:00:15.334/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
462 461 30.00 0:00:00:15.400/1000 0:00:00:15.367/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
463 463 30.00 0:00:00:15.434/1000 0:00:00:15.400/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
464 464 30.00 0:00:00:15.467/1000 0:00:00:15.434/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
465 464 30.00 0:00:00:15.500/1000 0:00:00:15.467/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
466 466 30.00 0:00:00:15.534/1000 0:00:00:15.500/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
467 467 30.00 0:00:00:15.567/1000 0:00:00:15.534/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
468 467 30.00 0:00:00:15.600/1000 0:00:00:15.567/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
469 469 30.00 0:00:00:15.634/1000 0:00:00:15.600/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
470 470 30.00 0:00:00:15.667/1000 0:00:00:15.634/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
471 470 30.00 0:00:00:15.700/1000 0:00:00:15.667/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
472 472 30.00 0:00:00:15.734/1000 0:00:00:15.700/1000 735.30 -112.75 268.09 122.76 -1000.00 -1000.00 69.00 54.00 
473 473 30.00 0:00:00:15.767/1000 0:00:00:15.734/1000 735.81 -112.11 267.95 122.82 -1000.00 -1000.00 68.00 52.00 
474 473 30.00 0:00:00:15.800/1000 0:00:00:15.767/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
475 475 30.00 0:00:00:15.834/1000 0:00:00:15.800/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
476 476 30.00 0:00:00:15.867/1000 0:00:00:15.834/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
477 476 30.00 0:00:00:15.900/1000 0:00:00:15.867/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
478 478 30.00 0:00:00:15.934/1000 0:00:00:15.900/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
479 479 30.00 0:00:00:15.967/1000 0:00:00:15.934/1000 758.15 -4.91 264.00 147.21 -1000.00 -1000.00 60.00 49.00 
480 479 30.00 0:00:00:16.00/1000 0:00:00:15.967/1000 778.26 91.28 260.47 168.89 -1000.00 -1000.00 75.00 68.00 
481 481 30.00 0:00:00:16.34/1000 0:00:00:16.00/1000 778.37 81.22 260.17 166.29 -1000.00 -1000.00 75.00 69.00 
482 482 30.00 0:00:00:16.67/1000 0:00:00:16.34/1000 778.50 78.03 260.04 165.45 -1000.00 -1000.00 75.00 70.00 
483 482 30.00 0:00:00:16.100/1000 0:00:00:16.67/1000 778.27 76.52 260.08 165.10 -1000.00 -1000.00 77.00 73.00 
484 484 30.00 0:00:00:16.134/1000 0:00:00:16.100/1000 778.86 75.23 259.86 164.67 -1000.00 -1000.00 74.00 66.00 
485 485 30.00 0:00:00:16.167/1000 0:00:00:16.134/1000 777.39 68.15 260.12 163.06 -1000.00 -1000.00 74.00 57.00 
486 485 30.00 0:00:00:16.200/1000 0:00:00:16.167/1000 776.83 67.65 260.28 163.02 -1000.00 -1000.00 77.00 74.00 
487 487 30.00 0:00:00:16.234/1000 0:00:00:16.200/1000 776.18 69.20 260.51 163.53 -1000.00 -1000.00 77.00 75.00 
488 488 30.00 0:00:00:16.267/1000 0:00:00:16.234/1000 775.51 67.10 260.66 163.09 -1000.00 -1000.00 73.00 55.00 
489 488 30.00 0:00:00:16.300/1000 0:00:00:16.267/1000 775.23 65.15 260.69 162.63 -1000.00 -1000.00 73.00 54.00 
490 490 30.00 0:00:00:16.334/1000 0:00:00:16.300/1000 773.50 61.38 261.12 161.93 -1000.00 -1000.00 73.00 55.00 
491 491 30.00 0:00:00:16.367/1000 0:00:00:16.334/1000 772.25 57.54 261.39 161.13 -1000.00 -1000.00 72.00 60.00 
492 491 30.00 0:00:00:16.400/1000 0:00:00:16.367/1000 769.19 52.84 262.19 160.41 -1000.00 -1000.00 72.00 55.00 
493 493 30.00 0:00:00:16.434/1000 0:00:00:16.400/1000 765.70 47.54 263.09 159.61 -1000.00 -1000.00 72.00 53.00 
494 494 30.00 0:00:00:16.467/1000 0:00:00:16.434/1000 765.04 42.75 263.16 158.48 -1000.00 -1000.00 71.00 54.00 
495 494 30.00 0:00:00:16.500/1000 0:00:00:16.467/1000 763.04 32.64 263.50 156.20 -1000.00 -1000.00 70.00 48.00 
496 496 30.00 0:00:00:16.534/1000 0:00:00:16.500/1000 775.90 35.19 259.69 154.64 -1000.00 -1000.00 70.00 63.00 
497 497 30.00 0:00:00:16.567/1000 0:00:00:16.534/1000 840.90 72.18 238.38 152.84 -1000.00 -1000.00 66.00 64.00 
498 497 30.00 0:00:00:16.600/1000 0:00:00:16.567/1000 880.38 82.26 222.14 147.50 -1000.00 -1000.00 68.00 65.00 
499 499 30.00 0:00:00:16.634/1000 0:00:00:16.600/1000 877.32 74.63 223.14 145.72 -1000.00 -1000.00 68.00 64.00 
500 500 30.00 0:00:00:16.667/1000 0:00:00:16.634/1000 877.22 75.43 223.23 146.00 -1000.00 -1000.00 68.00 65.00 
501 500 30.00 0:00:00:16.700/1000 0:00:00:16.667/1000 877.71 75.02 222.98 145.76 -1000.00 -1000.00 69.00 64.00 
502 502 30.00 0:00:00:16.734/1000 0:00:00:16.700/1000 877.61 74.15 222.99 145.49 -1000.00 -1000.00 66.00 62.00 
503 503 30.00 0:00:00:16.767/1000 0:00:00:16.734/1000 876.16 69.14 223.38 144.19 -1000.00 -1000.00 68.00 65.00 
504 503 30.00 0:00:00:16.800/1000 0:00:00:16.767/1000 875.35 61.62 223.36 141.92 -1000.00 -1000.00 71.00 65.00 
505 505 30.00 0:00:00:16.834/1000 0:00:00:16.800/1000 874.55 52.71 223.26 139.17 -1000.00 -1000.00 72.00 64.00 
506 506 30.00 0:00:00:16.867/1000 0:00:00:16.834/1000 875.02 52.61 223.04 139.02 -1000.00 -1000.00 72.00 64.00 
507 506 30.00 0:00:00:16.900/1000 0:00:00:16.867/1000 877.22 53.05 222.05 138.61 -1000.00 -1000.00 71.00 64.00 
508 508 30.00 0:00:00:16.934/1000 0:00:00:16.900/1000 883.15 55.71 219.41 138.00 -1000.00 -1000.00 68.00 62.00 
509 509 30.00 0:00:00:16.967/1000 0:00:00:16.934/1000 889.50 55.92 216.36 136.41 -1000.00 -1000.00 69.00 62.00 
510 509 30.00 0:00:00:17.00/1000 0:00:00:16.967/1000 887.51 43.67 216.62 132.71 -1000.00 -1000.00 69.00 54.00 
511 511 30.00 0:00:00:17.34/1000 0:00:00:17.00/1000 879.76 30.97 219.65 130.45 -1000.00 -1000.00 70.00 55.00 
512 512 30.00 0:00:00:17.67/1000 0:00:00:17.34/1000 872.19 23.62 222.81 130.01 -1000.00 -1000.00 69.00 54.00 
513 512 30.00 0:00:00:17.100/1000 0:00:00:17.67/1000 869.00 18.85 224.03 129.26 -1000.00 -1000.00 71.00 57.00 
514 514 30.00 0:00:00:17.134/1000 0:00:00:17.100/1000 872.63 13.18 222.04 126.31 -1000.00 -1000.00 72.00 61.00 
515 515 30.00 0:00:00:17.167/1000 0:00:00:17.134/1000 881.56 8.12 217.48 121.94 -1000.00 -1000.00 73.00 61.00 
516 515 30.00 0:00:00:17.200/1000 0:00:00:17.167/1000 887.82 11.79 214.58 121.35 -1000.00 -1000.00 74.00 62.00 
517 517 30.00 0:00:00:17.234/1000 0:00:00:17.200/1000 886.69 12.35 215.19 121.89 -1000.00 -1000.00 73.00 64.00 
518 518 30.00 0:00:00:17.267/1000 0:00:00:17.234/1000 884.25 7.31 216.10 120.83 -1000.00 -1000.00 74.00 62.00 
519 518 30.00 0:00:00:17.300/1000 0:00:00:17.267/1000 882.19 5.77 217.04 120.91 -1000.00 -1000.00 74.00 62.00 
520 520 30.00 0:00:00:17.334/1000 0:00:00:17.300/1000 879.92 7.13 218.23 122.08 -1000.00 -1000.00 74.00 63.00 
521 521 30.00 0:00:00:17.367/1000 0:00:00:17.334/1000 877.70 8.52 219.38 123.23 -1000.00 -1000.00 74.00 62.00 
522 521 30.00 0:00:00:17.400/1000 0:00:00:17.367/1000 877.69 6.75 219.28 122.60 -1000.00 -1000.00 73.00 62.00 
523 523 30.00 0:00:00:17.434/1000 0:00:00:17.400/1000 877.95 3.11 218.95 121.24 -1000.00 -1000.00 74.00 62.00 
524 524 30.00 0:00:00:17.467/1000 0:00:00:17.434/1000 880.15 -0.27 217.69 119.37 -1000.00 -1000.00 76.00 64.00 
525 524 30.00 0:00:00:17.500/1000 0:00:00:17.467/1000 883.08 0.15 216.27 118.62 -1000.00 -1000.00 76.00 62.00 
526 526 30.00 0:00:00:17.534/1000 0:00:00:17.500/1000 883.02 2.76 216.45 119.58 -1000.00 -1000.00 75.00 64.00 
527 527 30.00 0:00:00:17.567/1000 0:00:00:17.534/1000 882.83 1.72 216.48 119.26 -1000.00 -1000.00 76.00 63.00 
528 527 30.00 0:00:00:17.600/1000 0:00:00:17.567/1000 883.04 0.69 216.31 118.83 -1000.00 -1000.00 76.00 63.00 
529 529 30.00 0:00:00:17.634/1000 0:00:00:17.600/1000 882.84 -1.05 216.31 118.26 -1000.00 -1000.00 75.00 61.00 
530 530 30.00 0:00:00:17.667/1000 0:00:00:17.634/1000 882.73 -2.06 216.31 117.94 -1000.00 -1000.00 76.00 64.00 
531 530 30.00 0:00:00:17.700/1000 0:00:00:17.667/1000 883.30 -0.56 216.11 118.30 -1000.00 -1000.00 76.00 63.00 
532 532 30.00 0:00:00:17.734/1000 0:00:00:17.700/1000 883.84 -0.34 215.86 118.21 -1000.00 -1000.00 75.00 62.00 
533 533 30.00 0:00:00:17.767/1000 0:00:00:17.734/1000 884.23 -1.09 215.62 117.81 -1000.00 -1000.00 74.00 61.00 
534 533 30.00 0:00:00:17.800/1000 0:00:00:17.767/1000 885.00 1.44 215.38 118.49 -1000.00 -1000.00 74.00 62.00 
535 535 30.00 0:00:00:17.834/1000 0:00:00:17.800/1000 885.62 2.63 215.14 118.72 -1000.00 -1000.00 74.00 62.00 
536 536 30.00 0:00:00:17.867/1000 0:00:00:17.834/1000 885.95 0.84 214.87 117.97 -1000.00 -1000.00 77.00 65.00 
537 536 30.00 0:00:00:17.900/1000 0:00:00:17.867/1000 884.95 1.48 215.41 118.52 -1000.00 -1000.00 75.00 64.00 
538 538 30.00 0:00:00:17.934/1000 0:00:00:17.900/1000 881.82 2.50 217.03 119.85 -1000.00 -1000.00 75.00 64.00 
539 539 30.00 0:00:00:17.967/1000 0:00:00:17.934/1000 881.09 2.03 217.36 119.91 -1000.00 -1000.00 74.00 62.00 
540 539 30.00 0:00:00:18.00/1000 0:00:00:17.967/1000 882.80 -1.25 216.32 118.20 -1000.00 -1000.00 77.00 65.00 
541 541 30.00 0:00:00:18.34/1000 0:00:00:18.00/1000 882.43 -8.44 216.08 115.72 -1000.00 -1000.00 76.00 64.00 
542 542 30.00 0:00:00:18.67/1000 0:00:00:18.34/1000 881.21 -13.52 216.39 114.27 -1000.00 -1000.00 77.00 63.00 
543 542 30.00 0:00:00:18.100/1000 0:00:00:18.67/1000 880.23 -14.79 216.80 114.13 -1000.00 -1000.00 76.00 63.00 
544 544 30.00 0:00:00:18.134/1000 0:00:00:18.100/1000 879.94 -11.74 217.13 115.32 -1000.00 -1000.00 77.00 64.00 
545 545 30.00 0:00:00:18.167/1000 0:00:00:18.134/1000 881.33 -9.34 216.57 115.74 -1000.00 -1000.00 77.00 65.00 
546 545 30.00 0:00:00:18.200/1000 0:00:00:18.167/1000 882.74 -10.10 215.83 115.02 -1000.00 -1000.00 76.00 65.00 
547 547 30.00 0:00:00:18.234/1000 0:00:00:18.200/1000 883.28 -9.40 215.60 115.10 -1000.00 -1000.00 77.00 65.00 
548 548 30.00 0:00:00:18.267/1000 0:00:00:18.234/1000 883.34 -8.57 215.62 115.38 -1000.00 -1000.00 77.00 64.00 
549 548 30.00 0:00:00:18.300/1000 0:00:00:18.267/1000 883.09 -8.82 215.73 115.37 -1000.00 -1000.00 77.00 65.00 
550 550 30.00 0:00:00:18.334/1000 0:00:00:18.300/1000 881.60 -11.80 216.30 114.77 -1000.00 -1000.00 78.00 65.00 
551 551 30.00 0:00:00:18.367/1000 0:00:00:18.334/1000 879.35 -14.72 217.25 114.43 -1000.00 -1000.00 78.00 65.00 
552 551 30.00 0:00:00:18.400/1000 0:00:00:18.367/1000 877.15 -16.55 218.22 114.48 -1000.00 -1000.00 78.00 65.00 
553 553 30.00 0:00:00:18.434/1000 0:00:00:18.400/1000 875.23 -18.08 219.07 114.54 -1000.00 -1000.00 77.00 62.00 
554 554 30.00 0:00:00:18.467/1000 0:00:00:18.434/1000 873.07 -16.36 220.21 115.84 -1000.00 -1000.00 78.00 66.00 
555 554 30.00 0:00:00:18.500/1000 0:00:00:18.467/1000 874.14 -10.90 220.00 117.44 -1000.00 -1000.00 78.00 65.00 
556 556 30.00 0:00:00:18.534/1000 0:00:00:18.500/1000 878.52 -9.10 217.98 116.72 -1000.00 -1000.00 78.00 66.00 
557 557 30.00 0:00:00:18.567/1000 0:00:00:18.534/1000 881.26 -9.37 216.61 115.76 -1000.00 -1000.00 79.00 66.00 
558 557 30.00 0:00:00:18.600/1000 0:00:00:18.567/1000 882.14 -7.83 216.26 116.04 -1000.00 -1000.00 79.00 66.00 
559 559 30.00 0:00:00:18.634/1000 0:00:00:18.600/1000 882.85 -6.23 216.00 116.39 -1000.00 -1000.00 79.00 67.00 
560 560 30.00 0:00:00:18.667/1000 0:00:00:18.634/1000 884.26 -5.11 215.36 116.35 -1000.00 -1000.00 76.00 63.00 
561 560 30.00 0:00:00:18.700/1000 0:00:00:18.667/1000 885.95 -2.75 214.65 116.67 -1000.00 -1000.00 79.00 66.00 
562 562 30.00 0:00:00:18.734/1000 0:00:00:18.700/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
