record started at: 07-05-18 04:47:25

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 1280x720
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
177 176 30.00 0:00:00:05.900/1000 0:00:00:05.867/1000 765.09 36.16 262.98 156.77 -1000.00 -1000.00 60.00 46.00 
178 178 30.00 0:00:00:05.934/1000 0:00:00:05.900/1000 770.72 25.98 261.02 153.11 -1000.00 -1000.00 61.00 44.00 
179 179 30.00 0:00:00:05.967/1000 0:00:00:05.934/1000 770.19 29.93 261.29 154.25 -1000.00 -1000.00 59.00 44.00 
180 179 30.00 0:00:00:06.00/1000 0:00:00:05.967/1000 768.14 33.56 262.00 155.57 -1000.00 -1000.00 61.00 46.00 
181 181 30.00 0:00:00:06.34/1000 0:00:00:06.00/1000 765.91 37.66 262.77 157.02 -1000.00 -1000.00 62.00 46.00 
182 182 30.00 0:00:00:06.67/1000 0:00:00:06.34/1000 763.32 39.73 263.59 157.99 -1000.00 -1000.00 60.00 44.00 
183 182 30.00 0:00:00:06.100/1000 0:00:00:06.67/1000 760.75 41.38 264.38 158.84 -1000.00 -1000.00 62.00 45.00 
184 184 30.00 0:00:00:06.134/1000 0:00:00:06.100/1000 770.32 44.92 261.64 158.17 -1000.00 -1000.00 62.00 52.00 
185 185 30.00 0:00:00:06.167/1000 0:00:00:06.134/1000 808.54 38.70 249.07 149.52 -1000.00 -1000.00 59.00 50.00 
186 185 30.00 0:00:00:06.200/1000 0:00:00:06.167/1000 831.13 30.58 240.49 142.38 -1000.00 -1000.00 57.00 46.00 
187 187 30.00 0:00:00:06.234/1000 0:00:00:06.200/1000 824.43 29.63 242.99 143.57 -1000.00 -1000.00 59.00 49.00 
188 188 30.00 0:00:00:06.267/1000 0:00:00:06.234/1000 816.90 28.27 245.72 144.78 -1000.00 -1000.00 58.00 45.00 
189 188 30.00 0:00:00:06.300/1000 0:00:00:06.267/1000 810.02 26.22 248.12 145.62 -1000.00 -1000.00 57.00 46.00 
190 190 30.00 0:00:00:06.334/1000 0:00:00:06.300/1000 804.96 26.51 249.91 146.75 -1000.00 -1000.00 58.00 51.00 
191 191 30.00 0:00:00:06.367/1000 0:00:00:06.334/1000 800.11 24.37 251.51 147.11 -1000.00 -1000.00 56.00 45.00 
192 191 30.00 0:00:00:06.400/1000 0:00:00:06.367/1000 800.30 17.85 251.23 145.22 -1000.00 -1000.00 57.00 46.00 
193 193 30.00 0:00:00:06.434/1000 0:00:00:06.400/1000 809.11 10.51 247.90 141.23 -1000.00 -1000.00 56.00 47.00 
194 194 30.00 0:00:00:06.467/1000 0:00:00:06.434/1000 814.38 6.57 245.86 138.90 -1000.00 -1000.00 56.00 47.00 
195 194 30.00 0:00:00:06.500/1000 0:00:00:06.467/1000 813.74 6.77 246.10 139.10 -1000.00 -1000.00 57.00 46.00 
196 196 30.00 0:00:00:06.534/1000 0:00:00:06.500/1000 812.28 6.11 246.60 139.23 -1000.00 -1000.00 58.00 46.00 
197 197 30.00 0:00:00:06.567/1000 0:00:00:06.534/1000 810.50 5.06 247.21 139.32 -1000.00 -1000.00 58.00 45.00 
198 197 30.00 0:00:00:06.600/1000 0:00:00:06.567/1000 808.96 5.19 247.77 139.70 -1000.00 -1000.00 58.00 46.00 
199 199 30.00 0:00:00:06.634/1000 0:00:00:06.600/1000 808.00 5.16 248.11 139.90 -1000.00 -1000.00 58.00 45.00 
200 200 30.00 0:00:00:06.667/1000 0:00:00:06.634/1000 808.07 5.76 248.11 140.06 -1000.00 -1000.00 60.00 49.00 
201 200 30.00 0:00:00:06.700/1000 0:00:00:06.667/1000 808.63 6.46 247.93 140.15 -1000.00 -1000.00 60.00 50.00 
202 202 30.00 0:00:00:06.734/1000 0:00:00:06.700/1000 808.56 4.07 247.87 139.46 -1000.00 -1000.00 58.00 45.00 
203 203 30.00 0:00:00:06.767/1000 0:00:00:06.734/1000 808.78 2.30 247.73 138.89 -1000.00 -1000.00 61.00 49.00 
204 203 30.00 0:00:00:06.800/1000 0:00:00:06.767/1000 810.08 1.00 247.22 138.21 -1000.00 -1000.00 58.00 49.00 
205 205 30.00 0:00:00:06.834/1000 0:00:00:06.800/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
206 206 30.00 0:00:00:06.867/1000 0:00:00:06.834/1000 1206.98 -155.05 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
207 206 30.00 0:00:00:06.900/1000 0:00:00:06.867/1000 727.92 93.44 274.39 176.15 -1000.00 -1000.00 13.00 10.00 
208 208 30.00 0:00:00:06.934/1000 0:00:00:06.900/1000 590.23 227.37 303.39 213.29 -1000.00 -1000.00 28.00 40.00 
209 209 30.00 0:00:00:06.967/1000 0:00:00:06.934/1000 587.99 208.80 303.63 210.26 -1000.00 -1000.00 33.00 53.00 
210 209 30.00 0:00:00:07.00/1000 0:00:00:06.967/1000 596.23 189.55 302.19 206.52 -1000.00 -1000.00 31.00 60.00 
211 211 30.00 0:00:00:07.34/1000 0:00:00:07.00/1000 605.35 173.85 300.58 203.22 -1000.00 -1000.00 41.00 63.00 
212 212 30.00 0:00:00:07.67/1000 0:00:00:07.34/1000 605.77 162.87 300.43 201.24 -1000.00 -1000.00 32.00 63.00 
213 212 30.00 0:00:00:07.100/1000 0:00:00:07.67/1000 597.98 152.23 301.67 199.85 -1000.00 -1000.00 32.00 63.00 
214 214 30.00 0:00:00:07.134/1000 0:00:00:07.100/1000 598.45 148.13 301.56 199.08 -1000.00 -1000.00 30.00 63.00 
215 215 30.00 0:00:00:07.167/1000 0:00:00:07.134/1000 613.71 151.83 298.99 198.71 -1000.00 -1000.00 41.00 66.00 
216 215 30.00 0:00:00:07.200/1000 0:00:00:07.167/1000 630.15 156.93 296.12 198.49 -1000.00 -1000.00 42.00 67.00 
217 217 30.00 0:00:00:07.234/1000 0:00:00:07.200/1000 635.03 156.33 295.22 198.03 -1000.00 -1000.00 43.00 68.00 
218 218 30.00 0:00:00:07.267/1000 0:00:00:07.234/1000 639.48 154.55 294.38 197.37 -1000.00 -1000.00 43.00 68.00 
219 218 30.00 0:00:00:07.300/1000 0:00:00:07.267/1000 643.38 153.33 293.64 196.85 -1000.00 -1000.00 45.00 68.00 
220 220 30.00 0:00:00:07.334/1000 0:00:00:07.300/1000 557.37 115.57 307.91 196.16 -1000.00 -1000.00 45.00 64.00 
221 221 30.00 0:00:00:07.367/1000 0:00:00:07.334/1000 319.33 28.04 335.68 197.11 -1000.00 -1000.00 40.00 55.00 
222 221 30.00 0:00:00:07.400/1000 0:00:00:07.367/1000 141.52 -18.54 349.48 199.73 -1000.00 -1000.00 43.00 59.00 
223 223 30.00 0:00:00:07.434/1000 0:00:00:07.400/1000 156.39 -6.26 348.43 200.51 -1000.00 -1000.00 44.00 59.00 
224 224 30.00 0:00:00:07.467/1000 0:00:00:07.434/1000 194.02 1.03 345.81 199.74 -1000.00 -1000.00 44.00 60.00 
225 224 30.00 0:00:00:07.500/1000 0:00:00:07.467/1000 219.19 6.46 343.95 199.25 -1000.00 -1000.00 44.00 59.00 
226 226 30.00 0:00:00:07.534/1000 0:00:00:07.500/1000 238.31 10.72 342.49 198.89 -1000.00 -1000.00 44.00 59.00 
227 227 30.00 0:00:00:07.567/1000 0:00:00:07.534/1000 248.34 11.46 341.71 198.51 -1000.00 -1000.00 44.00 60.00 
228 227 30.00 0:00:00:07.600/1000 0:00:00:07.567/1000 254.47 11.65 341.22 198.24 -1000.00 -1000.00 42.00 58.00 
229 229 30.00 0:00:00:07.634/1000 0:00:00:07.600/1000 259.67 13.52 340.80 198.22 -1000.00 -1000.00 42.00 58.00 
230 230 30.00 0:00:00:07.667/1000 0:00:00:07.634/1000 266.96 18.81 340.19 198.54 -1000.00 -1000.00 44.00 59.00 
231 230 30.00 0:00:00:07.700/1000 0:00:00:07.667/1000 275.49 23.13 339.47 198.68 -1000.00 -1000.00 43.00 59.00 
232 232 30.00 0:00:00:07.734/1000 0:00:00:07.700/1000 283.42 24.19 338.81 198.43 -1000.00 -1000.00 43.00 59.00 
233 233 30.00 0:00:00:07.767/1000 0:00:00:07.734/1000 291.48 25.41 338.13 198.19 -1000.00 -1000.00 43.00 58.00 
234 233 30.00 0:00:00:07.800/1000 0:00:00:07.767/1000 297.05 25.17 337.65 197.87 -1000.00 -1000.00 43.00 59.00 
235 235 30.00 0:00:00:07.834/1000 0:00:00:07.800/1000 302.21 23.44 337.21 197.39 -1000.00 -1000.00 43.00 59.00 
236 236 30.00 0:00:00:07.867/1000 0:00:00:07.834/1000 309.99 21.71 336.54 196.75 -1000.00 -1000.00 44.00 60.00 
237 236 30.00 0:00:00:07.900/1000 0:00:00:07.867/1000 320.15 18.80 335.64 195.83 -1000.00 -1000.00 45.00 60.00 
238 238 30.00 0:00:00:07.934/1000 0:00:00:07.900/1000 204.97 -10.53 345.08 197.85 -1000.00 -1000.00 37.00 49.00 
239 239 30.00 0:00:00:07.967/1000 0:00:00:07.934/1000 16.33 -60.40 357.08 200.23 -1000.00 -1000.00 39.00 51.00 
240 239 30.00 0:00:00:08.00/1000 0:00:00:07.967/1000 0.61 -73.86 357.99 199.45 -1000.00 -1000.00 38.00 53.00 
241 241 30.00 0:00:00:08.34/1000 0:00:00:08.00/1000 42.08 -66.59 355.72 198.57 -1000.00 -1000.00 41.00 56.00 
242 242 30.00 0:00:00:08.67/1000 0:00:00:08.34/1000 76.27 -62.63 353.75 197.58 -1000.00 -1000.00 42.00 57.00 
243 242 30.00 0:00:00:08.100/1000 0:00:00:08.67/1000 110.41 -61.08 351.69 196.27 -1000.00 -1000.00 43.00 59.00 
244 244 30.00 0:00:00:08.134/1000 0:00:00:08.100/1000 145.60 -56.54 349.42 195.18 -1000.00 -1000.00 43.00 60.00 
245 245 30.00 0:00:00:08.167/1000 0:00:00:08.134/1000 178.21 -52.70 347.19 194.06 -1000.00 -1000.00 44.00 60.00 
246 245 30.00 0:00:00:08.200/1000 0:00:00:08.167/1000 206.83 -49.57 345.13 193.00 -1000.00 -1000.00 45.00 61.00 
247 247 30.00 0:00:00:08.234/1000 0:00:00:08.200/1000 229.85 -46.79 343.40 192.14 -1000.00 -1000.00 45.00 61.00 
248 248 30.00 0:00:00:08.267/1000 0:00:00:08.234/1000 250.59 -44.44 341.77 191.31 -1000.00 -1000.00 46.00 60.00 
249 248 30.00 0:00:00:08.300/1000 0:00:00:08.267/1000 269.17 -41.22 340.25 190.68 -1000.00 -1000.00 46.00 60.00 
250 250 30.00 0:00:00:08.334/1000 0:00:00:08.300/1000 397.04 -16.87 328.18 186.05 -1000.00 -1000.00 49.00 59.00 
251 251 30.00 0:00:00:08.367/1000 0:00:00:08.334/1000 622.64 35.94 296.45 175.80 -1000.00 -1000.00 59.00 38.00 
252 251 30.00 0:00:00:08.400/1000 0:00:00:08.367/1000 779.66 98.31 260.24 170.47 -1000.00 -1000.00 60.00 59.00 
253 253 30.00 0:00:00:08.434/1000 0:00:00:08.400/1000 827.83 127.30 245.35 170.95 -1000.00 -1000.00 64.00 63.00 
254 254 30.00 0:00:00:08.467/1000 0:00:00:08.434/1000 815.63 117.95 249.28 170.28 -1000.00 -1000.00 62.00 61.00 
255 254 30.00 0:00:00:08.500/1000 0:00:00:08.467/1000 797.46 103.86 254.85 169.29 -1000.00 -1000.00 61.00 50.00 
256 256 30.00 0:00:00:08.534/1000 0:00:00:08.500/1000 780.74 92.02 259.74 168.71 -1000.00 -1000.00 62.00 42.00 
257 257 30.00 0:00:00:08.567/1000 0:00:00:08.534/1000 765.96 83.33 263.90 168.67 -1000.00 -1000.00 62.00 40.00 
258 257 30.00 0:00:00:08.600/1000 0:00:00:08.567/1000 753.98 77.20 267.15 168.86 -1000.00 -1000.00 61.00 39.00 
259 259 30.00 0:00:00:08.634/1000 0:00:00:08.600/1000 743.94 71.21 269.77 168.81 -1000.00 -1000.00 60.00 38.00 
260 260 30.00 0:00:00:08.667/1000 0:00:00:08.634/1000 733.14 61.84 272.44 168.06 -1000.00 -1000.00 56.00 32.00 
261 260 30.00 0:00:00:08.700/1000 0:00:00:08.667/1000 722.38 57.20 275.11 168.44 -1000.00 -1000.00 59.00 37.00 
262 262 30.00 0:00:00:08.734/1000 0:00:00:08.700/1000 710.62 54.86 277.98 169.46 -1000.00 -1000.00 58.00 37.00 
263 263 30.00 0:00:00:08.767/1000 0:00:00:08.734/1000 739.03 81.11 271.29 171.85 -1000.00 -1000.00 60.00 43.00 
264 263 30.00 0:00:00:08.800/1000 0:00:00:08.767/1000 809.26 148.51 252.38 179.27 -1000.00 -1000.00 61.00 63.00 
265 265 30.00 0:00:00:08.834/1000 0:00:00:08.800/1000 840.78 182.76 242.71 184.20 -1000.00 -1000.00 61.00 62.00 
266 266 30.00 0:00:00:08.867/1000 0:00:00:08.834/1000 835.82 177.44 244.30 183.41 -1000.00 -1000.00 58.00 60.00 
267 266 30.00 0:00:00:08.900/1000 0:00:00:08.867/1000 829.38 171.91 246.37 182.77 -1000.00 -1000.00 61.00 62.00 
268 268 30.00 0:00:00:08.934/1000 0:00:00:08.900/1000 823.05 168.11 248.41 182.59 -1000.00 -1000.00 63.00 63.00 
269 269 30.00 0:00:00:08.967/1000 0:00:00:08.934/1000 819.65 164.73 249.45 182.14 -1000.00 -1000.00 61.00 62.00 
270 269 30.00 0:00:00:09.00/1000 0:00:00:08.967/1000 816.57 163.96 250.46 182.33 -1000.00 -1000.00 63.00 62.00 
271 271 30.00 0:00:00:09.34/1000 0:00:00:09.00/1000 812.99 163.49 251.63 182.66 -1000.00 -1000.00 62.00 63.00 
272 272 30.00 0:00:00:09.67/1000 0:00:00:09.34/1000 809.16 161.20 252.80 182.55 -1000.00 -1000.00 62.00 62.00 
273 272 30.00 0:00:00:09.100/1000 0:00:00:09.67/1000 804.47 159.03 254.25 182.58 -1000.00 -1000.00 61.00 61.00 
274 274 30.00 0:00:00:09.134/1000 0:00:00:09.100/1000 799.71 157.51 255.71 182.79 -1000.00 -1000.00 61.00 61.00 
275 275 30.00 0:00:00:09.167/1000 0:00:00:09.134/1000 795.15 155.53 257.07 182.85 -1000.00 -1000.00 61.00 61.00 
276 275 30.00 0:00:00:09.200/1000 0:00:00:09.167/1000 790.35 155.49 258.53 183.41 -1000.00 -1000.00 64.00 63.00 
277 277 30.00 0:00:00:09.234/1000 0:00:00:09.200/1000 785.84 156.40 259.91 184.17 -1000.00 -1000.00 63.00 61.00 
278 278 30.00 0:00:00:09.267/1000 0:00:00:09.234/1000 780.17 156.83 261.60 184.93 -1000.00 -1000.00 63.00 62.00 
279 278 30.00 0:00:00:09.300/1000 0:00:00:09.267/1000 805.20 154.19 253.87 181.26 -1000.00 -1000.00 61.00 62.00 
280 280 30.00 0:00:00:09.334/1000 0:00:00:09.300/1000 862.14 121.08 231.97 163.40 -1000.00 -1000.00 57.00 53.00 
281 281 30.00 0:00:00:09.367/1000 0:00:00:09.334/1000 900.24 80.51 212.48 142.11 -1000.00 -1000.00 55.00 48.00 
282 281 30.00 0:00:00:09.400/1000 0:00:00:09.367/1000 905.20 62.18 208.78 134.35 -1000.00 -1000.00 59.00 52.00 
283 283 30.00 0:00:00:09.434/1000 0:00:00:09.400/1000 893.39 53.85 214.31 134.65 -1000.00 -1000.00 61.00 51.00 
284 284 30.00 0:00:00:09.467/1000 0:00:00:09.434/1000 882.01 47.04 219.47 135.35 -1000.00 -1000.00 62.00 52.00 
285 284 30.00 0:00:00:09.500/1000 0:00:00:09.467/1000 872.47 41.99 223.65 136.13 -1000.00 -1000.00 61.00 52.00 
286 286 30.00 0:00:00:09.534/1000 0:00:00:09.500/1000 865.30 38.92 226.72 136.93 -1000.00 -1000.00 62.00 53.00 
287 287 30.00 0:00:00:09.567/1000 0:00:00:09.534/1000 860.62 38.36 228.75 137.91 -1000.00 -1000.00 61.00 53.00 
288 287 30.00 0:00:00:09.600/1000 0:00:00:09.567/1000 857.10 38.25 230.27 138.74 -1000.00 -1000.00 60.00 52.00 
289 289 30.00 0:00:00:09.634/1000 0:00:00:09.600/1000 855.14 37.74 231.08 139.05 -1000.00 -1000.00 60.00 51.00 
290 290 30.00 0:00:00:09.667/1000 0:00:00:09.634/1000 853.10 38.33 231.97 139.73 -1000.00 -1000.00 62.00 52.00 
291 290 30.00 0:00:00:09.700/1000 0:00:00:09.667/1000 850.08 39.91 233.31 140.94 -1000.00 -1000.00 63.00 55.00 
292 292 30.00 0:00:00:09.734/1000 0:00:00:09.700/1000 847.66 41.41 234.37 141.97 -1000.00 -1000.00 62.00 54.00 
293 293 30.00 0:00:00:09.767/1000 0:00:00:09.734/1000 844.65 41.61 235.61 142.73 -1000.00 -1000.00 63.00 54.00 
294 293 30.00 0:00:00:09.800/1000 0:00:00:09.767/1000 842.12 41.81 236.63 143.36 -1000.00 -1000.00 62.00 53.00 
295 295 30.00 0:00:00:09.834/1000 0:00:00:09.800/1000 844.47 33.05 235.31 140.10 -1000.00 -1000.00 62.00 52.00 
296 296 30.00 0:00:00:09.867/1000 0:00:00:09.834/1000 845.53 23.78 234.46 136.92 -1000.00 -1000.00 64.00 52.00 
297 296 30.00 0:00:00:09.900/1000 0:00:00:09.867/1000 843.02 25.06 235.55 137.93 -1000.00 -1000.00 63.00 53.00 
298 298 30.00 0:00:00:09.934/1000 0:00:00:09.900/1000 841.53 27.47 236.26 139.04 -1000.00 -1000.00 64.00 53.00 
299 299 30.00 0:00:00:09.967/1000 0:00:00:09.934/1000 840.00 28.66 236.92 139.77 -1000.00 -1000.00 64.00 54.00 
300 299 30.00 0:00:00:10.00/1000 0:00:00:09.967/1000 837.95 29.02 237.75 140.36 -1000.00 -1000.00 65.00 53.00 
301 301 30.00 0:00:00:10.34/1000 0:00:00:10.00/1000 835.68 28.33 238.62 140.66 -1000.00 -1000.00 64.00 53.00 
302 302 30.00 0:00:00:10.67/1000 0:00:00:10.34/1000 833.93 27.84 239.29 140.91 -1000.00 -1000.00 62.00 51.00 
303 302 30.00 0:00:00:10.100/1000 0:00:00:10.67/1000 831.17 27.47 240.35 141.42 -1000.00 -1000.00 65.00 56.00 
304 304 30.00 0:00:00:10.134/1000 0:00:00:10.100/1000 832.61 34.54 240.07 143.26 -1000.00 -1000.00 63.00 54.00 
305 305 30.00 0:00:00:10.167/1000 0:00:00:10.134/1000 833.44 40.53 239.99 144.89 -1000.00 -1000.00 65.00 57.00 
306 305 30.00 0:00:00:10.200/1000 0:00:00:10.167/1000 827.81 36.69 241.99 144.95 -1000.00 -1000.00 64.00 55.00 
307 307 30.00 0:00:00:10.234/1000 0:00:00:10.200/1000 823.15 33.26 243.61 144.93 -1000.00 -1000.00 64.00 55.00 
308 308 30.00 0:00:00:10.267/1000 0:00:00:10.234/1000 819.68 31.76 244.84 145.22 -1000.00 -1000.00 66.00 58.00 
309 308 30.00 0:00:00:10.300/1000 0:00:00:10.267/1000 816.60 31.13 245.94 145.69 -1000.00 -1000.00 66.00 57.00 
310 310 30.00 0:00:00:10.334/1000 0:00:00:10.300/1000 813.50 27.68 246.93 145.32 -1000.00 -1000.00 66.00 56.00 
311 311 30.00 0:00:00:10.367/1000 0:00:00:10.334/1000 809.68 20.68 248.05 144.08 -1000.00 -1000.00 64.00 49.00 
312 311 30.00 0:00:00:10.400/1000 0:00:00:10.367/1000 807.15 16.16 248.79 143.31 -1000.00 -1000.00 63.00 46.00 
313 313 30.00 0:00:00:10.434/1000 0:00:00:10.400/1000 805.55 14.53 249.30 143.17 -1000.00 -1000.00 63.00 48.00 
314 314 30.00 0:00:00:10.467/1000 0:00:00:10.434/1000 804.95 15.06 249.53 143.45 -1000.00 -1000.00 67.00 56.00 
315 314 30.00 0:00:00:10.500/1000 0:00:00:10.467/1000 806.70 17.03 248.98 143.65 -1000.00 -1000.00 66.00 54.00 
316 316 30.00 0:00:00:10.534/1000 0:00:00:10.500/1000 809.52 17.64 248.00 143.23 -1000.00 -1000.00 66.00 52.00 
317 317 30.00 0:00:00:10.567/1000 0:00:00:10.534/1000 811.26 16.89 247.36 142.64 -1000.00 -1000.00 63.00 50.00 
318 317 30.00 0:00:00:10.600/1000 0:00:00:10.567/1000 811.94 17.93 247.15 142.80 -1000.00 -1000.00 66.00 57.00 
319 319 30.00 0:00:00:10.634/1000 0:00:00:10.600/1000 812.27 18.32 247.04 142.84 -1000.00 -1000.00 64.00 50.00 
320 320 30.00 0:00:00:10.667/1000 0:00:00:10.634/1000 812.49 16.79 246.91 142.35 -1000.00 -1000.00 64.00 51.00 
321 320 30.00 0:00:00:10.700/1000 0:00:00:10.667/1000 813.34 17.13 246.61 142.26 -1000.00 -1000.00 64.00 49.00 
322 322 30.00 0:00:00:10.734/1000 0:00:00:10.700/1000 814.43 17.91 246.25 142.26 -1000.00 -1000.00 63.00 51.00 
323 323 30.00 0:00:00:10.767/1000 0:00:00:10.734/1000 814.83 18.80 246.14 142.43 -1000.00 -1000.00 65.00 55.00 
324 323 30.00 0:00:00:10.800/1000 0:00:00:10.767/1000 814.61 17.52 246.17 142.10 -1000.00 -1000.00 64.00 52.00 
325 325 30.00 0:00:00:10.834/1000 0:00:00:10.800/1000 815.99 17.28 245.66 141.73 -1000.00 -1000.00 63.00 51.00 
326 326 30.00 0:00:00:10.867/1000 0:00:00:10.834/1000 838.60 77.85 239.50 154.98 -1000.00 -1000.00 67.00 67.00 
327 326 30.00 0:00:00:10.900/1000 0:00:00:10.867/1000 864.23 146.67 232.26 170.63 -1000.00 -1000.00 65.00 66.00 
328 328 30.00 0:00:00:10.934/1000 0:00:00:10.900/1000 869.10 157.67 230.75 173.06 -1000.00 -1000.00 66.00 65.00 
329 329 30.00 0:00:00:10.967/1000 0:00:00:10.934/1000 868.77 156.87 230.85 172.88 -1000.00 -1000.00 65.00 65.00 
330 329 30.00 0:00:00:11.00/1000 0:00:00:10.967/1000 868.12 156.41 231.10 172.85 -1000.00 -1000.00 63.00 63.00 
331 331 30.00 0:00:00:11.34/1000 0:00:00:11.00/1000 865.37 157.03 232.25 173.47 -1000.00 -1000.00 66.00 66.00 
332 332 30.00 0:00:00:11.67/1000 0:00:00:11.34/1000 861.59 157.14 233.78 174.11 -1000.00 -1000.00 66.00 65.00 
333 332 30.00 0:00:00:11.100/1000 0:00:00:11.67/1000 856.29 174.70 236.60 179.89 -1000.00 -1000.00 60.00 65.00 
334 334 30.00 0:00:00:11.134/1000 0:00:00:11.100/1000 844.42 247.98 243.77 200.89 -1000.00 -1000.00 47.00 66.00 
335 335 30.00 0:00:00:11.167/1000 0:00:00:11.134/1000 835.55 308.19 248.80 216.40 -1000.00 -1000.00 48.00 66.00 
336 335 30.00 0:00:00:11.200/1000 0:00:00:11.167/1000 835.72 305.66 248.66 215.78 -1000.00 -1000.00 50.00 67.00 
337 337 30.00 0:00:00:11.234/1000 0:00:00:11.200/1000 836.63 301.26 248.22 214.68 -1000.00 -1000.00 50.00 68.00 
338 338 30.00 0:00:00:11.267/1000 0:00:00:11.234/1000 838.30 300.41 247.64 214.36 -1000.00 -1000.00 48.00 67.00 
339 338 30.00 0:00:00:11.300/1000 0:00:00:11.267/1000 838.85 298.47 247.40 213.86 -1000.00 -1000.00 48.00 67.00 
340 340 30.00 0:00:00:11.334/1000 0:00:00:11.300/1000 839.82 294.74 246.95 212.89 -1000.00 -1000.00 47.00 66.00 
341 341 30.00 0:00:00:11.367/1000 0:00:00:11.334/1000 840.95 291.99 246.48 212.15 -1000.00 -1000.00 48.00 66.00 
342 341 30.00 0:00:00:11.400/1000 0:00:00:11.367/1000 851.47 268.12 242.01 205.40 -1000.00 -1000.00 46.00 70.00 
343 343 30.00 0:00:00:11.434/1000 0:00:00:11.400/1000 864.05 245.33 236.50 198.28 -1000.00 -1000.00 43.00 66.00 
344 344 30.00 0:00:00:11.467/1000 0:00:00:11.434/1000 867.10 245.95 235.36 198.14 -1000.00 -1000.00 41.00 64.00 
345 344 30.00 0:00:00:11.500/1000 0:00:00:11.467/1000 866.71 248.63 235.62 198.89 -1000.00 -1000.00 42.00 65.00 
346 346 30.00 0:00:00:11.534/1000 0:00:00:11.500/1000 865.89 250.18 236.00 199.39 -1000.00 -1000.00 41.00 64.00 
347 347 30.00 0:00:00:11.567/1000 0:00:00:11.534/1000 866.66 251.61 235.76 199.70 -1000.00 -1000.00 42.00 64.00 
348 347 30.00 0:00:00:11.600/1000 0:00:00:11.567/1000 867.61 252.40 235.43 199.81 -1000.00 -1000.00 41.00 64.00 
349 349 30.00 0:00:00:11.634/1000 0:00:00:11.600/1000 867.92 252.49 235.32 199.80 -1000.00 -1000.00 41.00 64.00 
350 350 30.00 0:00:00:11.667/1000 0:00:00:11.634/1000 867.28 250.68 235.49 199.38 -1000.00 -1000.00 42.00 64.00 
351 350 30.00 0:00:00:11.700/1000 0:00:00:11.667/1000 866.63 248.33 235.64 198.82 -1000.00 -1000.00 44.00 66.00 
352 352 30.00 0:00:00:11.734/1000 0:00:00:11.700/1000 878.54 248.10 230.95 197.52 -1000.00 -1000.00 47.00 64.00 
353 353 30.00 0:00:00:11.767/1000 0:00:00:11.734/1000 892.12 248.65 225.36 196.19 -1000.00 -1000.00 48.00 65.00 
354 353 30.00 0:00:00:11.800/1000 0:00:00:11.767/1000 893.27 248.64 224.86 196.05 -1000.00 -1000.00 47.00 65.00 
355 355 30.00 0:00:00:11.834/1000 0:00:00:11.800/1000 891.79 248.54 225.49 196.19 -1000.00 -1000.00 48.00 65.00 
356 356 30.00 0:00:00:11.867/1000 0:00:00:11.834/1000 890.88 248.73 225.89 196.35 -1000.00 -1000.00 45.00 65.00 
357 356 30.00 0:00:00:11.900/1000 0:00:00:11.867/1000 889.38 248.62 226.52 196.48 -1000.00 -1000.00 45.00 65.00 
358 358 30.00 0:00:00:11.934/1000 0:00:00:11.900/1000 887.32 247.78 227.34 196.48 -1000.00 -1000.00 46.00 66.00 
359 359 30.00 0:00:00:11.967/1000 0:00:00:11.934/1000 885.42 246.33 228.06 196.28 -1000.00 -1000.00 46.00 69.00 
360 359 30.00 0:00:00:12.00/1000 0:00:00:11.967/1000 883.78 243.85 228.63 195.77 -1000.00 -1000.00 45.00 69.00 
361 361 30.00 0:00:00:12.34/1000 0:00:00:12.00/1000 882.15 241.07 229.17 195.17 -1000.00 -1000.00 48.00 70.00 
362 362 30.00 0:00:00:12.67/1000 0:00:00:12.34/1000 880.13 238.49 229.88 194.68 -1000.00 -1000.00 48.00 70.00 
363 362 30.00 0:00:00:12.100/1000 0:00:00:12.67/1000 877.71 233.70 230.65 193.63 -1000.00 -1000.00 47.00 69.00 
364 364 30.00 0:00:00:12.134/1000 0:00:00:12.100/1000 874.74 226.81 231.54 192.06 -1000.00 -1000.00 46.00 70.00 
365 365 30.00 0:00:00:12.167/1000 0:00:00:12.134/1000 871.76 220.98 232.48 190.79 -1000.00 -1000.00 48.00 70.00 
366 365 30.00 0:00:00:12.200/1000 0:00:00:12.167/1000 868.87 216.70 233.45 189.95 -1000.00 -1000.00 47.00 69.00 
367 367 30.00 0:00:00:12.234/1000 0:00:00:12.200/1000 865.27 212.88 234.70 189.34 -1000.00 -1000.00 49.00 70.00 
368 368 30.00 0:00:00:12.267/1000 0:00:00:12.234/1000 862.37 211.45 235.77 189.29 -1000.00 -1000.00 49.00 70.00 
369 368 30.00 0:00:00:12.300/1000 0:00:00:12.267/1000 861.90 211.59 235.95 189.39 -1000.00 -1000.00 49.00 70.00 
370 370 30.00 0:00:00:12.334/1000 0:00:00:12.300/1000 862.09 212.46 235.92 189.61 -1000.00 -1000.00 49.00 70.00 
