record started at: 08-16-18 11:07:00

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
572 572 30.00 0:00:00:19.67/1000 0:00:00:19.34/1000 218.34 273.07 428.10 336.10 -1000.00 -1000.00 34.00 49.00 
573 572 30.00 0:00:00:19.100/1000 0:00:00:19.67/1000 223.24 264.09 427.23 333.31 -1000.00 -1000.00 35.00 52.00 
574 574 30.00 0:00:00:19.134/1000 0:00:00:19.100/1000 225.80 261.27 426.61 332.42 -1000.00 -1000.00 35.00 49.00 
575 575 30.00 0:00:00:19.167/1000 0:00:00:19.134/1000 227.42 257.71 426.37 331.31 -1000.00 -1000.00 40.00 57.00 
576 575 30.00 0:00:00:19.200/1000 0:00:00:19.167/1000 228.72 257.46 425.95 331.22 -1000.00 -1000.00 43.00 60.00 
577 577 30.00 0:00:00:19.234/1000 0:00:00:19.200/1000 229.99 255.32 425.71 330.55 -1000.00 -1000.00 43.00 60.00 
578 578 30.00 0:00:00:19.267/1000 0:00:00:19.234/1000 231.37 251.94 425.53 329.48 -1000.00 -1000.00 43.00 60.00 
579 578 30.00 0:00:00:19.300/1000 0:00:00:19.267/1000 232.74 248.84 425.33 328.50 -1000.00 -1000.00 43.00 61.00 
580 580 30.00 0:00:00:19.334/1000 0:00:00:19.300/1000 222.17 228.54 430.56 322.19 -1000.00 -1000.00 35.00 50.00 
581 581 30.00 0:00:00:19.367/1000 0:00:00:19.334/1000 196.48 186.14 442.70 309.01 -1000.00 -1000.00 34.00 54.00 
582 581 30.00 0:00:00:19.400/1000 0:00:00:19.367/1000 181.07 179.35 448.32 307.07 -1000.00 -1000.00 25.00 40.00 
583 583 30.00 0:00:00:19.434/1000 0:00:00:19.400/1000 181.27 197.27 446.67 312.75 -1000.00 -1000.00 32.00 38.00 
584 584 30.00 0:00:00:19.467/1000 0:00:00:19.434/1000 184.29 198.38 445.60 313.06 -1000.00 -1000.00 32.00 41.00 
585 584 30.00 0:00:00:19.500/1000 0:00:00:19.467/1000 188.00 196.74 444.54 312.49 -1000.00 -1000.00 33.00 42.00 
586 586 30.00 0:00:00:19.534/1000 0:00:00:19.500/1000 192.76 192.17 443.39 310.98 -1000.00 -1000.00 33.00 43.00 
587 587 30.00 0:00:00:19.567/1000 0:00:00:19.534/1000 198.40 187.23 441.98 309.33 -1000.00 -1000.00 34.00 42.00 
588 587 30.00 0:00:00:19.600/1000 0:00:00:19.567/1000 204.64 182.50 440.34 307.73 -1000.00 -1000.00 36.00 44.00 
589 589 30.00 0:00:00:19.634/1000 0:00:00:19.600/1000 210.09 182.09 438.57 307.51 -1000.00 -1000.00 34.00 41.00 
590 590 30.00 0:00:00:19.667/1000 0:00:00:19.634/1000 214.84 185.90 436.66 308.67 -1000.00 -1000.00 33.00 34.00 
591 590 30.00 0:00:00:19.700/1000 0:00:00:19.667/1000 217.91 188.28 435.43 309.39 -1000.00 -1000.00 33.00 35.00 
592 592 30.00 0:00:00:19.734/1000 0:00:00:19.700/1000 219.53 209.01 433.10 316.01 -1000.00 -1000.00 36.00 37.00 
593 593 30.00 0:00:00:19.767/1000 0:00:00:19.734/1000 221.45 228.32 430.82 322.12 -1000.00 -1000.00 22.00 39.00 
594 593 30.00 0:00:00:19.800/1000 0:00:00:19.767/1000 222.53 226.31 430.63 321.48 -1000.00 -1000.00 29.00 41.00 
595 595 30.00 0:00:00:19.834/1000 0:00:00:19.800/1000 224.38 222.61 430.33 320.29 -1000.00 -1000.00 31.00 44.00 
596 596 30.00 0:00:00:19.867/1000 0:00:00:19.834/1000 226.60 219.65 429.84 319.33 -1000.00 -1000.00 33.00 44.00 
597 596 30.00 0:00:00:19.900/1000 0:00:00:19.867/1000 228.07 223.38 429.03 320.50 -1000.00 -1000.00 33.00 39.00 
598 598 30.00 0:00:00:19.934/1000 0:00:00:19.900/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
599 599 30.00 0:00:00:19.967/1000 0:00:00:19.934/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
600 599 30.00 0:00:00:20.00/1000 0:00:00:19.967/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
601 601 30.00 0:00:00:20.34/1000 0:00:00:20.00/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
602 602 30.00 0:00:00:20.67/1000 0:00:00:20.34/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
603 602 30.00 0:00:00:20.100/1000 0:00:00:20.67/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
604 604 30.00 0:00:00:20.134/1000 0:00:00:20.100/1000 250.96 196.17 423.57 311.49 -1000.00 -1000.00 66.00 54.00 
605 605 30.00 0:00:00:20.167/1000 0:00:00:20.134/1000 272.64 152.70 419.73 296.74 -1000.00 -1000.00 40.00 38.00 
606 605 30.00 0:00:00:20.200/1000 0:00:00:20.167/1000 274.07 146.34 419.77 294.56 -1000.00 -1000.00 41.00 43.00 
607 607 30.00 0:00:00:20.234/1000 0:00:00:20.200/1000 273.07 150.47 419.77 295.98 -1000.00 -1000.00 42.00 47.00 
608 608 30.00 0:00:00:20.267/1000 0:00:00:20.234/1000 270.12 150.48 420.81 296.04 -1000.00 -1000.00 40.00 39.00 
609 608 30.00 0:00:00:20.300/1000 0:00:00:20.267/1000 268.99 151.93 421.08 296.56 -1000.00 -1000.00 43.00 45.00 
610 610 30.00 0:00:00:20.334/1000 0:00:00:20.300/1000 267.48 151.80 421.62 296.54 -1000.00 -1000.00 42.00 43.00 
611 611 30.00 0:00:00:20.367/1000 0:00:00:20.334/1000 266.09 153.98 421.92 297.30 -1000.00 -1000.00 42.00 42.00 
612 611 30.00 0:00:00:20.400/1000 0:00:00:20.367/1000 265.12 152.95 422.35 296.98 -1000.00 -1000.00 42.00 43.00 
613 613 30.00 0:00:00:20.434/1000 0:00:00:20.400/1000 264.75 149.22 422.80 295.73 -1000.00 -1000.00 42.00 43.00 
614 614 30.00 0:00:00:20.467/1000 0:00:00:20.434/1000 265.92 145.87 422.67 294.58 -1000.00 -1000.00 41.00 35.00 
615 614 30.00 0:00:00:20.500/1000 0:00:00:20.467/1000 267.76 144.66 422.14 294.13 -1000.00 -1000.00 39.00 35.00 
616 616 30.00 0:00:00:20.534/1000 0:00:00:20.500/1000 263.98 166.09 421.62 301.39 -1000.00 -1000.00 40.00 38.00 
617 617 30.00 0:00:00:20.567/1000 0:00:00:20.534/1000 251.69 196.01 423.33 311.43 -1000.00 -1000.00 34.00 45.00 
618 617 30.00 0:00:00:20.600/1000 0:00:00:20.567/1000 246.37 202.38 424.62 313.56 -1000.00 -1000.00 26.00 44.00 
619 619 30.00 0:00:00:20.634/1000 0:00:00:20.600/1000 251.43 198.28 423.23 312.17 -1000.00 -1000.00 29.00 40.00 
620 620 30.00 0:00:00:20.667/1000 0:00:00:20.634/1000 255.21 202.56 421.57 313.51 -1000.00 -1000.00 36.00 37.00 
621 620 30.00 0:00:00:20.700/1000 0:00:00:20.667/1000 254.01 211.86 421.21 316.54 -1000.00 -1000.00 37.00 40.00 
622 622 30.00 0:00:00:20.734/1000 0:00:00:20.700/1000 254.49 214.86 420.79 317.51 -1000.00 -1000.00 38.00 40.00 
623 623 30.00 0:00:00:20.767/1000 0:00:00:20.734/1000 303.87 181.01 406.24 305.69 -1000.00 -1000.00 43.00 53.00 
624 623 30.00 0:00:00:20.800/1000 0:00:00:20.767/1000 351.64 144.46 391.57 292.20 -1000.00 -1000.00 44.00 54.00 
625 625 30.00 0:00:00:20.834/1000 0:00:00:20.800/1000 353.34 137.76 391.47 289.80 -1000.00 -1000.00 45.00 58.00 
626 626 30.00 0:00:00:20.867/1000 0:00:00:20.834/1000 349.51 135.30 393.12 289.02 -1000.00 -1000.00 46.00 61.00 
627 626 30.00 0:00:00:20.900/1000 0:00:00:20.867/1000 344.68 133.72 395.07 288.59 -1000.00 -1000.00 45.00 66.00 
628 628 30.00 0:00:00:20.934/1000 0:00:00:20.900/1000 338.99 132.86 397.28 288.43 -1000.00 -1000.00 49.00 68.00 
629 629 30.00 0:00:00:20.967/1000 0:00:00:20.934/1000 333.14 134.16 399.36 289.03 -1000.00 -1000.00 46.00 68.00 
630 629 30.00 0:00:00:21.00/1000 0:00:00:20.967/1000 327.08 136.88 401.39 290.12 -1000.00 -1000.00 41.00 66.00 
631 631 30.00 0:00:00:21.34/1000 0:00:00:21.00/1000 322.64 138.38 402.91 290.75 -1000.00 -1000.00 44.00 67.00 
632 632 30.00 0:00:00:21.67/1000 0:00:00:21.34/1000 318.65 138.90 404.34 291.02 -1000.00 -1000.00 41.00 64.00 
633 632 30.00 0:00:00:21.100/1000 0:00:00:21.67/1000 314.88 139.87 405.64 291.45 -1000.00 -1000.00 44.00 63.00 
634 634 30.00 0:00:00:21.134/1000 0:00:00:21.100/1000 312.75 141.06 406.32 291.91 -1000.00 -1000.00 44.00 63.00 
635 635 30.00 0:00:00:21.167/1000 0:00:00:21.134/1000 326.17 106.69 404.25 279.55 -1000.00 -1000.00 43.00 63.00 
636 635 30.00 0:00:00:21.200/1000 0:00:00:21.167/1000 340.89 62.05 402.48 262.99 -1000.00 -1000.00 46.00 58.00 
637 637 30.00 0:00:00:21.234/1000 0:00:00:21.200/1000 340.70 52.80 403.35 259.60 -1000.00 -1000.00 48.00 60.00 
638 638 30.00 0:00:00:21.267/1000 0:00:00:21.234/1000 338.43 55.01 404.02 260.50 -1000.00 -1000.00 47.00 61.00 
639 638 30.00 0:00:00:21.300/1000 0:00:00:21.267/1000 336.13 57.01 404.73 261.32 -1000.00 -1000.00 47.00 61.00 
640 640 30.00 0:00:00:21.334/1000 0:00:00:21.300/1000 334.53 58.15 405.23 261.80 -1000.00 -1000.00 46.00 60.00 
641 641 30.00 0:00:00:21.367/1000 0:00:00:21.334/1000 333.50 59.23 405.53 262.23 -1000.00 -1000.00 47.00 61.00 
642 641 30.00 0:00:00:21.400/1000 0:00:00:21.367/1000 332.55 61.12 405.73 262.96 -1000.00 -1000.00 47.00 60.00 
643 643 30.00 0:00:00:21.434/1000 0:00:00:21.400/1000 331.85 63.39 405.80 263.81 -1000.00 -1000.00 45.00 60.00 
644 644 30.00 0:00:00:21.467/1000 0:00:00:21.434/1000 330.70 68.91 405.76 265.86 -1000.00 -1000.00 45.00 50.00 
645 644 30.00 0:00:00:21.500/1000 0:00:00:21.467/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
646 646 30.00 0:00:00:21.534/1000 0:00:00:21.500/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
647 647 30.00 0:00:00:21.567/1000 0:00:00:21.534/1000 333.84 105.15 401.51 278.78 -1000.00 -1000.00 34.00 17.00 
648 647 30.00 0:00:00:21.600/1000 0:00:00:21.567/1000 339.83 123.57 397.73 285.14 -1000.00 -1000.00 32.00 26.00 
649 649 30.00 0:00:00:21.634/1000 0:00:00:21.600/1000 337.68 95.00 400.91 275.04 -1000.00 -1000.00 41.00 63.00 
650 650 30.00 0:00:00:21.667/1000 0:00:00:21.634/1000 332.32 82.77 403.96 270.81 -1000.00 -1000.00 50.00 64.00 
651 650 30.00 0:00:00:21.700/1000 0:00:00:21.667/1000 329.93 86.99 404.50 272.41 -1000.00 -1000.00 50.00 65.00 
652 652 30.00 0:00:00:21.734/1000 0:00:00:21.700/1000 322.29 97.54 406.46 276.41 -1000.00 -1000.00 22.00 43.00 
653 653 30.00 0:00:00:21.767/1000 0:00:00:21.734/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
654 653 30.00 0:00:00:21.800/1000 0:00:00:21.767/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
655 655 30.00 0:00:00:21.834/1000 0:00:00:21.800/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
656 656 30.00 0:00:00:21.867/1000 0:00:00:21.834/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
657 656 30.00 0:00:00:21.900/1000 0:00:00:21.867/1000 331.04 137.87 399.84 290.37 -1000.00 -1000.00 42.00 40.00 
658 658 30.00 0:00:00:21.934/1000 0:00:00:21.900/1000 344.14 162.47 392.95 298.64 -1000.00 -1000.00 43.00 55.00 
659 659 30.00 0:00:00:21.967/1000 0:00:00:21.934/1000 337.81 153.28 396.06 295.58 -1000.00 -1000.00 35.00 61.00 
660 659 30.00 0:00:00:22.00/1000 0:00:00:21.967/1000 332.83 150.52 398.14 294.73 -1000.00 -1000.00 34.00 61.00 
661 661 30.00 0:00:00:22.34/1000 0:00:00:22.00/1000 331.20 150.14 398.77 294.64 -1000.00 -1000.00 38.00 62.00 
662 662 30.00 0:00:00:22.67/1000 0:00:00:22.34/1000 329.63 150.68 399.31 294.86 -1000.00 -1000.00 34.00 61.00 
663 662 30.00 0:00:00:22.100/1000 0:00:00:22.67/1000 328.46 153.09 399.55 295.71 -1000.00 -1000.00 37.00 54.00 
664 664 30.00 0:00:00:22.134/1000 0:00:00:22.100/1000 364.52 142.06 386.85 291.05 -1000.00 -1000.00 31.00 60.00 
665 665 30.00 0:00:00:22.167/1000 0:00:00:22.134/1000 428.96 119.87 363.06 281.32 -1000.00 -1000.00 35.00 62.00 
666 665 30.00 0:00:00:22.200/1000 0:00:00:22.167/1000 455.27 108.47 352.99 276.25 -1000.00 -1000.00 44.00 69.00 
667 667 30.00 0:00:00:22.234/1000 0:00:00:22.200/1000 447.79 105.39 356.36 275.33 -1000.00 -1000.00 41.00 68.00 
668 668 30.00 0:00:00:22.267/1000 0:00:00:22.234/1000 439.84 104.37 359.75 275.21 -1000.00 -1000.00 42.00 69.00 
669 668 30.00 0:00:00:22.300/1000 0:00:00:22.267/1000 433.68 104.99 362.25 275.64 -1000.00 -1000.00 42.00 68.00 
670 670 30.00 0:00:00:22.334/1000 0:00:00:22.300/1000 425.84 105.71 365.41 276.16 -1000.00 -1000.00 44.00 65.00 
671 671 30.00 0:00:00:22.367/1000 0:00:00:22.334/1000 419.31 106.34 368.03 276.60 -1000.00 -1000.00 45.00 62.00 
672 671 30.00 0:00:00:22.400/1000 0:00:00:22.367/1000 413.55 107.30 370.29 277.13 -1000.00 -1000.00 46.00 64.00 
673 673 30.00 0:00:00:22.434/1000 0:00:00:22.400/1000 407.93 107.77 372.52 277.49 -1000.00 -1000.00 44.00 64.00 
674 674 30.00 0:00:00:22.467/1000 0:00:00:22.434/1000 403.58 107.46 374.29 277.51 -1000.00 -1000.00 46.00 65.00 
675 674 30.00 0:00:00:22.500/1000 0:00:00:22.467/1000 399.15 107.70 376.04 277.73 -1000.00 -1000.00 45.00 63.00 
676 676 30.00 0:00:00:22.534/1000 0:00:00:22.500/1000 395.56 109.24 377.35 278.41 -1000.00 -1000.00 43.00 62.00 
677 677 30.00 0:00:00:22.567/1000 0:00:00:22.534/1000 393.45 110.81 378.06 279.04 -1000.00 -1000.00 43.00 64.00 
678 677 30.00 0:00:00:22.600/1000 0:00:00:22.567/1000 384.07 119.17 381.10 282.36 -1000.00 -1000.00 35.00 36.00 
679 679 30.00 0:00:00:22.634/1000 0:00:00:22.600/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
680 680 30.00 0:00:00:22.667/1000 0:00:00:22.634/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
681 680 30.00 0:00:00:22.700/1000 0:00:00:22.667/1000 305.85 88.66 413.29 273.77 -1000.00 -1000.00 28.00 11.00 
682 682 30.00 0:00:00:22.734/1000 0:00:00:22.700/1000 232.72 27.25 444.91 254.62 -1000.00 -1000.00 24.00 44.00 
683 683 30.00 0:00:00:22.767/1000 0:00:00:22.734/1000 236.63 0.61 446.06 244.95 -1000.00 -1000.00 27.00 48.00 
684 683 30.00 0:00:00:22.800/1000 0:00:00:22.767/1000 243.05 -4.91 444.34 242.66 -1000.00 -1000.00 29.00 49.00 
685 685 30.00 0:00:00:22.834/1000 0:00:00:22.800/1000 247.34 -6.50 442.98 241.89 -1000.00 -1000.00 29.00 50.00 
686 686 30.00 0:00:00:22.867/1000 0:00:00:22.834/1000 250.61 -6.82 441.85 241.63 -1000.00 -1000.00 31.00 52.00 
687 686 30.00 0:00:00:22.900/1000 0:00:00:22.867/1000 252.83 -6.58 441.04 241.61 -1000.00 -1000.00 30.00 50.00 
688 688 30.00 0:00:00:22.934/1000 0:00:00:22.900/1000 252.12 -7.39 441.37 241.35 -1000.00 -1000.00 32.00 52.00 
689 689 30.00 0:00:00:22.967/1000 0:00:00:22.934/1000 240.31 -5.56 445.36 242.56 -1000.00 -1000.00 27.00 48.00 
690 689 30.00 0:00:00:23.00/1000 0:00:00:22.967/1000 231.88 -4.99 448.25 243.14 -1000.00 -1000.00 27.00 48.00 
691 691 30.00 0:00:00:23.34/1000 0:00:00:23.00/1000 235.08 -7.05 447.33 242.26 -1000.00 -1000.00 27.00 47.00 
692 692 30.00 0:00:00:23.67/1000 0:00:00:23.34/1000 237.72 -8.14 446.51 241.74 -1000.00 -1000.00 27.00 47.00 
693 692 30.00 0:00:00:23.100/1000 0:00:00:23.67/1000 238.19 -4.41 445.99 243.07 -1000.00 -1000.00 28.00 48.00 
694 694 30.00 0:00:00:23.134/1000 0:00:00:23.100/1000 233.35 47.66 442.79 261.79 -1000.00 -1000.00 37.00 63.00 
695 695 30.00 0:00:00:23.167/1000 0:00:00:23.134/1000 226.86 147.32 436.00 295.87 -1000.00 -1000.00 29.00 59.00 
696 695 30.00 0:00:00:23.200/1000 0:00:00:23.167/1000 231.26 229.92 427.41 322.54 -1000.00 -1000.00 43.00 54.00 
697 697 30.00 0:00:00:23.234/1000 0:00:00:23.200/1000 238.95 265.01 421.91 333.54 -1000.00 -1000.00 41.00 50.00 
698 698 30.00 0:00:00:23.267/1000 0:00:00:23.234/1000 241.37 265.78 421.03 333.77 -1000.00 -1000.00 38.00 50.00 
699 698 30.00 0:00:00:23.300/1000 0:00:00:23.267/1000 242.89 260.48 420.96 332.10 -1000.00 -1000.00 38.00 49.00 
700 700 30.00 0:00:00:23.334/1000 0:00:00:23.300/1000 242.66 257.88 421.25 331.29 -1000.00 -1000.00 40.00 52.00 
701 701 30.00 0:00:00:23.367/1000 0:00:00:23.334/1000 248.15 281.10 417.50 338.52 -1000.00 -1000.00 42.00 47.00 
702 701 30.00 0:00:00:23.400/1000 0:00:00:23.367/1000 254.84 306.08 413.24 346.24 -1000.00 -1000.00 57.00 62.00 
703 703 30.00 0:00:00:23.434/1000 0:00:00:23.400/1000 262.88 304.83 410.61 345.87 -1000.00 -1000.00 14.00 0.00 
704 704 30.00 0:00:00:23.467/1000 0:00:00:23.434/1000 268.40 293.89 409.59 342.48 -1000.00 -1000.00 54.00 68.00 
705 704 30.00 0:00:00:23.500/1000 0:00:00:23.467/1000 267.91 280.16 410.85 338.20 -1000.00 -1000.00 51.00 60.00 
706 706 30.00 0:00:00:23.534/1000 0:00:00:23.500/1000 273.73 271.45 409.54 335.44 -1000.00 -1000.00 19.00 11.00 
707 707 30.00 0:00:00:23.567/1000 0:00:00:23.534/1000 273.64 261.02 410.41 332.14 -1000.00 -1000.00 51.00 66.00 
708 707 30.00 0:00:00:23.600/1000 0:00:00:23.567/1000 268.58 253.49 412.77 329.77 -1000.00 -1000.00 52.00 64.00 
709 709 30.00 0:00:00:23.634/1000 0:00:00:23.600/1000 256.34 263.53 416.15 333.00 -1000.00 -1000.00 41.00 57.00 
710 710 30.00 0:00:00:23.667/1000 0:00:00:23.634/1000 245.26 273.67 419.08 336.22 -1000.00 -1000.00 46.00 60.00 
711 710 30.00 0:00:00:23.700/1000 0:00:00:23.667/1000 245.56 272.09 419.11 335.72 -1000.00 -1000.00 46.00 61.00 
712 712 30.00 0:00:00:23.734/1000 0:00:00:23.700/1000 245.67 268.04 419.40 334.46 -1000.00 -1000.00 47.00 61.00 
713 713 30.00 0:00:00:23.767/1000 0:00:00:23.734/1000 246.00 263.56 419.66 333.05 -1000.00 -1000.00 15.00 0.00 
714 713 30.00 0:00:00:23.800/1000 0:00:00:23.767/1000 246.78 261.14 419.59 332.29 -1000.00 -1000.00 48.00 61.00 
715 715 30.00 0:00:00:23.834/1000 0:00:00:23.800/1000 248.05 260.07 419.25 331.95 -1000.00 -1000.00 52.00 66.00 
716 716 30.00 0:00:00:23.867/1000 0:00:00:23.834/1000 247.89 260.13 419.30 331.97 -1000.00 -1000.00 49.00 62.00 
717 716 30.00 0:00:00:23.900/1000 0:00:00:23.867/1000 246.89 261.83 419.50 332.51 -1000.00 -1000.00 48.00 62.00 
718 718 30.00 0:00:00:23.934/1000 0:00:00:23.900/1000 265.82 265.70 412.73 333.65 -1000.00 -1000.00 21.00 17.00 
719 719 30.00 0:00:00:23.967/1000 0:00:00:23.934/1000 280.92 263.54 407.68 332.91 -1000.00 -1000.00 54.00 67.00 
720 719 30.00 0:00:00:24.00/1000 0:00:00:23.967/1000 280.73 265.31 407.61 333.47 -1000.00 -1000.00 14.00 18.00 
721 721 30.00 0:00:00:24.34/1000 0:00:00:24.00/1000 282.01 270.63 406.74 335.15 -1000.00 -1000.00 19.00 18.00 
722 722 30.00 0:00:00:24.67/1000 0:00:00:24.34/1000 278.29 270.04 408.08 334.98 -1000.00 -1000.00 19.00 17.00 
723 722 30.00 0:00:00:24.100/1000 0:00:00:24.67/1000 276.80 270.33 408.57 335.08 -1000.00 -1000.00 19.00 17.00 
724 724 30.00 0:00:00:24.134/1000 0:00:00:24.100/1000 275.88 268.93 409.00 334.64 -1000.00 -1000.00 18.00 16.00 
725 725 30.00 0:00:00:24.167/1000 0:00:00:24.134/1000 274.37 270.33 409.41 335.08 -1000.00 -1000.00 18.00 16.00 
726 725 30.00 0:00:00:24.200/1000 0:00:00:24.167/1000 272.41 272.99 409.88 335.93 -1000.00 -1000.00 18.00 14.00 
727 727 30.00 0:00:00:24.234/1000 0:00:00:24.200/1000 259.59 254.43 415.78 330.12 -1000.00 -1000.00 39.00 52.00 
728 728 30.00 0:00:00:24.267/1000 0:00:00:24.234/1000 248.12 231.99 421.54 323.06 -1000.00 -1000.00 48.00 66.00 
729 728 30.00 0:00:00:24.300/1000 0:00:00:24.267/1000 247.26 227.82 422.18 321.74 -1000.00 -1000.00 50.00 65.00 
730 730 30.00 0:00:00:24.334/1000 0:00:00:24.300/1000 245.35 229.00 422.73 322.13 -1000.00 -1000.00 51.00 70.00 
731 731 30.00 0:00:00:24.367/1000 0:00:00:24.334/1000 243.67 230.86 423.14 322.74 -1000.00 -1000.00 45.00 60.00 
732 731 30.00 0:00:00:24.400/1000 0:00:00:24.367/1000 242.59 230.88 423.51 322.75 -1000.00 -1000.00 44.00 60.00 
733 733 30.00 0:00:00:24.434/1000 0:00:00:24.400/1000 242.31 230.10 423.67 322.51 -1000.00 -1000.00 44.00 59.00 
734 734 30.00 0:00:00:24.467/1000 0:00:00:24.434/1000 247.03 223.67 422.61 320.41 -1000.00 -1000.00 50.00 61.00 
735 734 30.00 0:00:00:24.500/1000 0:00:00:24.467/1000 249.42 217.78 422.28 318.50 -1000.00 -1000.00 50.00 65.00 
736 736 30.00 0:00:00:24.534/1000 0:00:00:24.500/1000 242.84 221.62 424.20 319.80 -1000.00 -1000.00 50.00 65.00 
737 737 30.00 0:00:00:24.567/1000 0:00:00:24.534/1000 235.35 226.28 426.34 321.35 -1000.00 -1000.00 45.00 61.00 
738 737 30.00 0:00:00:24.600/1000 0:00:00:24.567/1000 230.42 226.84 427.95 321.58 -1000.00 -1000.00 50.00 66.00 
739 739 30.00 0:00:00:24.634/1000 0:00:00:24.600/1000 226.11 227.18 429.36 321.72 -1000.00 -1000.00 44.00 64.00 
740 740 30.00 0:00:00:24.667/1000 0:00:00:24.634/1000 231.30 225.77 427.74 321.23 -1000.00 -1000.00 40.00 56.00 
741 740 30.00 0:00:00:24.700/1000 0:00:00:24.667/1000 243.29 220.68 424.13 319.49 -1000.00 -1000.00 45.00 58.00 
742 742 30.00 0:00:00:24.734/1000 0:00:00:24.700/1000 247.62 219.02 422.79 318.92 -1000.00 -1000.00 39.00 54.00 
743 743 30.00 0:00:00:24.767/1000 0:00:00:24.734/1000 247.54 220.28 422.71 319.32 -1000.00 -1000.00 38.00 50.00 
744 743 30.00 0:00:00:24.800/1000 0:00:00:24.767/1000 276.69 206.27 413.81 314.46 -1000.00 -1000.00 45.00 37.00 
745 745 30.00 0:00:00:24.834/1000 0:00:00:24.800/1000 316.54 192.48 400.72 309.35 -1000.00 -1000.00 48.00 49.00 
746 746 30.00 0:00:00:24.867/1000 0:00:00:24.834/1000 326.33 188.94 397.43 308.00 -1000.00 -1000.00 50.00 50.00 
747 746 30.00 0:00:00:24.900/1000 0:00:00:24.867/1000 321.99 185.90 399.26 307.04 -1000.00 -1000.00 48.00 50.00 
748 748 30.00 0:00:00:24.934/1000 0:00:00:24.900/1000 316.97 185.33 401.14 306.93 -1000.00 -1000.00 48.00 50.00 
749 749 30.00 0:00:00:24.967/1000 0:00:00:24.934/1000 311.43 185.59 403.13 307.11 -1000.00 -1000.00 46.00 54.00 
750 749 30.00 0:00:00:25.00/1000 0:00:00:24.967/1000 305.67 186.41 405.15 307.47 -1000.00 -1000.00 46.00 56.00 
751 751 30.00 0:00:00:25.34/1000 0:00:00:25.00/1000 301.53 186.86 406.60 307.69 -1000.00 -1000.00 47.00 57.00 
752 752 30.00 0:00:00:25.67/1000 0:00:00:25.34/1000 298.75 186.26 407.65 307.53 -1000.00 -1000.00 51.00 64.00 
753 752 30.00 0:00:00:25.100/1000 0:00:00:25.67/1000 296.53 185.23 408.53 307.22 -1000.00 -1000.00 50.00 63.00 
754 754 30.00 0:00:00:25.134/1000 0:00:00:25.100/1000 300.75 174.13 407.93 303.43 -1000.00 -1000.00 47.00 65.00 
755 755 30.00 0:00:00:25.167/1000 0:00:00:25.134/1000 304.36 162.91 407.56 299.57 -1000.00 -1000.00 50.00 61.00 
756 755 30.00 0:00:00:25.200/1000 0:00:00:25.167/1000 302.71 162.34 408.20 299.40 -1000.00 -1000.00 50.00 64.00 
757 757 30.00 0:00:00:25.234/1000 0:00:00:25.200/1000 302.71 162.11 408.22 299.32 -1000.00 -1000.00 51.00 63.00 
758 758 30.00 0:00:00:25.267/1000 0:00:00:25.234/1000 302.73 162.06 408.22 299.31 -1000.00 -1000.00 51.00 65.00 
759 758 30.00 0:00:00:25.300/1000 0:00:00:25.267/1000 302.76 161.59 408.24 299.15 -1000.00 -1000.00 51.00 62.00 
760 760 30.00 0:00:00:25.334/1000 0:00:00:25.300/1000 302.70 160.90 408.32 298.91 -1000.00 -1000.00 50.00 61.00 
761 761 30.00 0:00:00:25.367/1000 0:00:00:25.334/1000 303.21 160.00 408.21 298.60 -1000.00 -1000.00 51.00 63.00 
762 761 30.00 0:00:00:25.400/1000 0:00:00:25.367/1000 303.67 159.50 408.09 298.42 -1000.00 -1000.00 51.00 63.00 
763 763 30.00 0:00:00:25.434/1000 0:00:00:25.400/1000 303.43 159.50 408.17 298.42 -1000.00 -1000.00 44.00 59.00 
764 764 30.00 0:00:00:25.467/1000 0:00:00:25.434/1000 303.96 159.34 408.00 298.36 -1000.00 -1000.00 50.00 62.00 
