record started at: 08-16-18 11:07:00

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
187 187 30.00 0:00:00:06.234/1000 0:00:00:06.200/1000 467.14 6.39 355.63 235.86 -1000.00 -1000.00 63.00 59.00 
188 188 30.00 0:00:00:06.267/1000 0:00:00:06.234/1000 467.17 5.68 355.68 235.57 -1000.00 -1000.00 63.00 59.00 
189 188 30.00 0:00:00:06.300/1000 0:00:00:06.267/1000 466.53 4.30 356.06 235.05 -1000.00 -1000.00 62.00 57.00 
190 190 30.00 0:00:00:06.334/1000 0:00:00:06.300/1000 466.03 1.49 356.50 233.94 -1000.00 -1000.00 62.00 55.00 
191 191 30.00 0:00:00:06.367/1000 0:00:00:06.334/1000 465.83 -1.51 356.82 232.73 -1000.00 -1000.00 63.00 55.00 
192 191 30.00 0:00:00:06.400/1000 0:00:00:06.367/1000 464.45 -4.45 357.65 231.62 -1000.00 -1000.00 63.00 56.00 
193 193 30.00 0:00:00:06.434/1000 0:00:00:06.400/1000 462.53 -7.32 358.71 230.56 -1000.00 -1000.00 62.00 55.00 
194 194 30.00 0:00:00:06.467/1000 0:00:00:06.434/1000 461.24 -9.50 359.44 229.75 -1000.00 -1000.00 60.00 50.00 
195 194 30.00 0:00:00:06.500/1000 0:00:00:06.467/1000 461.01 -10.48 359.62 229.36 -1000.00 -1000.00 61.00 53.00 
196 196 30.00 0:00:00:06.534/1000 0:00:00:06.500/1000 461.03 -11.22 359.67 229.06 -1000.00 -1000.00 61.00 54.00 
197 197 30.00 0:00:00:06.567/1000 0:00:00:06.534/1000 460.82 -11.94 359.82 228.78 -1000.00 -1000.00 60.00 54.00 
198 197 30.00 0:00:00:06.600/1000 0:00:00:06.567/1000 460.72 -12.51 359.91 228.55 -1000.00 -1000.00 60.00 55.00 
199 199 30.00 0:00:00:06.634/1000 0:00:00:06.600/1000 460.43 -12.80 360.06 228.45 -1000.00 -1000.00 60.00 52.00 
200 200 30.00 0:00:00:06.667/1000 0:00:00:06.634/1000 460.21 -12.97 360.17 228.39 -1000.00 -1000.00 60.00 52.00 
201 200 30.00 0:00:00:06.700/1000 0:00:00:06.667/1000 460.33 -13.16 360.13 228.31 -1000.00 -1000.00 60.00 52.00 
202 202 30.00 0:00:00:06.734/1000 0:00:00:06.700/1000 460.31 -13.25 360.14 228.27 -1000.00 -1000.00 60.00 52.00 
203 203 30.00 0:00:00:06.767/1000 0:00:00:06.734/1000 460.33 -13.37 360.15 228.22 -1000.00 -1000.00 60.00 52.00 
204 203 30.00 0:00:00:06.800/1000 0:00:00:06.767/1000 460.56 -13.47 360.05 228.17 -1000.00 -1000.00 60.00 51.00 
205 205 30.00 0:00:00:06.834/1000 0:00:00:06.800/1000 460.60 -13.69 360.05 228.08 -1000.00 -1000.00 60.00 51.00 
206 206 30.00 0:00:00:06.867/1000 0:00:00:06.834/1000 460.53 -13.77 360.09 228.05 -1000.00 -1000.00 60.00 51.00 
207 206 30.00 0:00:00:06.900/1000 0:00:00:06.867/1000 460.11 -13.36 360.24 228.24 -1000.00 -1000.00 61.00 53.00 
208 208 30.00 0:00:00:06.934/1000 0:00:00:06.900/1000 459.50 -12.38 360.43 228.67 -1000.00 -1000.00 61.00 52.00 
209 209 30.00 0:00:00:06.967/1000 0:00:00:06.934/1000 459.12 -11.08 360.49 229.22 -1000.00 -1000.00 61.00 53.00 
210 209 30.00 0:00:00:07.00/1000 0:00:00:06.967/1000 458.82 -9.59 360.50 229.85 -1000.00 -1000.00 61.00 53.00 
211 211 30.00 0:00:00:07.34/1000 0:00:00:07.00/1000 458.61 -7.81 360.45 230.58 -1000.00 -1000.00 61.00 55.00 
212 212 30.00 0:00:00:07.67/1000 0:00:00:07.34/1000 454.13 1.49 361.65 234.59 -1000.00 -1000.00 60.00 55.00 
213 212 30.00 0:00:00:07.100/1000 0:00:00:07.67/1000 449.76 10.14 362.84 238.30 -1000.00 -1000.00 60.00 54.00 
214 214 30.00 0:00:00:07.134/1000 0:00:00:07.100/1000 449.59 10.35 362.90 238.39 -1000.00 -1000.00 62.00 54.00 
215 215 30.00 0:00:00:07.167/1000 0:00:00:07.134/1000 449.28 10.52 363.02 238.47 -1000.00 -1000.00 62.00 55.00 
216 215 30.00 0:00:00:07.200/1000 0:00:00:07.167/1000 449.20 10.71 363.04 238.56 -1000.00 -1000.00 62.00 55.00 
217 217 30.00 0:00:00:07.234/1000 0:00:00:07.200/1000 449.20 10.84 363.02 238.61 -1000.00 -1000.00 62.00 55.00 
218 218 30.00 0:00:00:07.267/1000 0:00:00:07.234/1000 449.49 11.10 362.88 238.69 -1000.00 -1000.00 62.00 55.00 
219 218 30.00 0:00:00:07.300/1000 0:00:00:07.267/1000 449.81 11.53 362.71 238.85 -1000.00 -1000.00 63.00 56.00 
220 220 30.00 0:00:00:07.334/1000 0:00:00:07.300/1000 450.29 11.82 362.48 238.94 -1000.00 -1000.00 63.00 57.00 
221 221 30.00 0:00:00:07.367/1000 0:00:00:07.334/1000 451.18 11.96 362.09 238.95 -1000.00 -1000.00 64.00 58.00 
222 221 30.00 0:00:00:07.400/1000 0:00:00:07.367/1000 452.45 12.06 361.54 238.92 -1000.00 -1000.00 65.00 61.00 
223 223 30.00 0:00:00:07.434/1000 0:00:00:07.400/1000 453.83 12.19 360.94 238.90 -1000.00 -1000.00 65.00 61.00 
224 224 30.00 0:00:00:07.467/1000 0:00:00:07.434/1000 455.16 12.30 360.36 238.88 -1000.00 -1000.00 65.00 59.00 
225 224 30.00 0:00:00:07.500/1000 0:00:00:07.467/1000 456.78 12.37 359.66 238.82 -1000.00 -1000.00 66.00 61.00 
226 226 30.00 0:00:00:07.534/1000 0:00:00:07.500/1000 458.54 12.98 358.85 238.97 -1000.00 -1000.00 68.00 63.00 
227 227 30.00 0:00:00:07.567/1000 0:00:00:07.534/1000 467.91 17.06 354.48 240.13 -1000.00 -1000.00 68.00 69.00 
228 227 30.00 0:00:00:07.600/1000 0:00:00:07.567/1000 476.47 20.86 350.45 241.21 -1000.00 -1000.00 67.00 68.00 
229 229 30.00 0:00:00:07.634/1000 0:00:00:07.600/1000 477.00 21.65 350.16 241.50 -1000.00 -1000.00 66.00 68.00 
230 230 30.00 0:00:00:07.667/1000 0:00:00:07.634/1000 478.11 22.33 349.62 241.72 -1000.00 -1000.00 67.00 67.00 
231 230 30.00 0:00:00:07.700/1000 0:00:00:07.667/1000 479.83 22.73 348.83 241.79 -1000.00 -1000.00 69.00 71.00 
232 232 30.00 0:00:00:07.734/1000 0:00:00:07.700/1000 481.66 23.20 347.99 241.89 -1000.00 -1000.00 67.00 69.00 
233 233 30.00 0:00:00:07.767/1000 0:00:00:07.734/1000 483.47 23.55 347.17 241.94 -1000.00 -1000.00 66.00 69.00 
234 233 30.00 0:00:00:07.800/1000 0:00:00:07.767/1000 485.46 24.11 346.25 242.06 -1000.00 -1000.00 66.00 69.00 
235 235 30.00 0:00:00:07.834/1000 0:00:00:07.800/1000 487.50 25.26 345.26 242.42 -1000.00 -1000.00 67.00 68.00 
236 236 30.00 0:00:00:07.867/1000 0:00:00:07.834/1000 489.40 26.17 344.35 242.69 -1000.00 -1000.00 66.00 68.00 
237 236 30.00 0:00:00:07.900/1000 0:00:00:07.867/1000 491.38 27.03 343.41 242.94 -1000.00 -1000.00 66.00 68.00 
238 238 30.00 0:00:00:07.934/1000 0:00:00:07.900/1000 493.23 28.13 342.50 243.29 -1000.00 -1000.00 67.00 69.00 
239 239 30.00 0:00:00:07.967/1000 0:00:00:07.934/1000 494.93 28.87 341.69 243.51 -1000.00 -1000.00 67.00 69.00 
240 239 30.00 0:00:00:08.00/1000 0:00:00:07.967/1000 496.36 29.92 340.98 243.86 -1000.00 -1000.00 68.00 69.00 
241 241 30.00 0:00:00:08.34/1000 0:00:00:08.00/1000 497.38 31.21 340.43 244.33 -1000.00 -1000.00 67.00 69.00 
242 242 30.00 0:00:00:08.67/1000 0:00:00:08.34/1000 498.39 32.44 339.89 244.78 -1000.00 -1000.00 66.00 68.00 
243 242 30.00 0:00:00:08.100/1000 0:00:00:08.67/1000 499.11 33.70 339.47 245.25 -1000.00 -1000.00 66.00 67.00 
244 244 30.00 0:00:00:08.134/1000 0:00:00:08.100/1000 500.11 34.73 338.95 245.62 -1000.00 -1000.00 65.00 68.00 
245 245 30.00 0:00:00:08.167/1000 0:00:00:08.134/1000 501.22 35.55 338.39 245.89 -1000.00 -1000.00 65.00 67.00 
246 245 30.00 0:00:00:08.200/1000 0:00:00:08.167/1000 502.41 36.24 337.81 246.11 -1000.00 -1000.00 67.00 67.00 
247 247 30.00 0:00:00:08.234/1000 0:00:00:08.200/1000 503.64 37.00 337.20 246.36 -1000.00 -1000.00 66.00 67.00 
248 248 30.00 0:00:00:08.267/1000 0:00:00:08.234/1000 504.16 38.04 336.89 246.76 -1000.00 -1000.00 66.00 67.00 
249 248 30.00 0:00:00:08.300/1000 0:00:00:08.267/1000 504.29 38.92 336.77 247.11 -1000.00 -1000.00 65.00 67.00 
250 250 30.00 0:00:00:08.334/1000 0:00:00:08.300/1000 504.19 39.77 336.76 247.46 -1000.00 -1000.00 65.00 68.00 
251 251 30.00 0:00:00:08.367/1000 0:00:00:08.334/1000 504.15 40.36 336.73 247.69 -1000.00 -1000.00 65.00 68.00 
252 251 30.00 0:00:00:08.400/1000 0:00:00:08.367/1000 505.92 41.55 335.85 248.09 -1000.00 -1000.00 65.00 67.00 
253 253 30.00 0:00:00:08.434/1000 0:00:00:08.400/1000 506.89 42.97 335.31 248.62 -1000.00 -1000.00 65.00 67.00 
254 254 30.00 0:00:00:08.467/1000 0:00:00:08.434/1000 505.93 43.13 335.73 248.73 -1000.00 -1000.00 66.00 68.00 
255 254 30.00 0:00:00:08.500/1000 0:00:00:08.467/1000 504.55 41.62 336.46 248.19 -1000.00 -1000.00 66.00 68.00 
256 256 30.00 0:00:00:08.534/1000 0:00:00:08.500/1000 501.83 38.94 337.88 247.24 -1000.00 -1000.00 64.00 67.00 
257 257 30.00 0:00:00:08.567/1000 0:00:00:08.534/1000 499.30 36.56 339.18 246.39 -1000.00 -1000.00 64.00 66.00 
258 257 30.00 0:00:00:08.600/1000 0:00:00:08.567/1000 497.06 34.37 340.34 245.62 -1000.00 -1000.00 63.00 67.00 
259 259 30.00 0:00:00:08.634/1000 0:00:00:08.600/1000 489.68 29.50 343.98 244.02 -1000.00 -1000.00 62.00 66.00 
260 260 30.00 0:00:00:08.667/1000 0:00:00:08.634/1000 482.91 24.87 347.32 242.50 -1000.00 -1000.00 63.00 65.00 
261 260 30.00 0:00:00:08.700/1000 0:00:00:08.667/1000 481.70 22.90 348.00 241.77 -1000.00 -1000.00 61.00 60.00 
262 262 30.00 0:00:00:08.734/1000 0:00:00:08.700/1000 480.91 20.95 348.49 241.02 -1000.00 -1000.00 61.00 60.00 
263 263 30.00 0:00:00:08.767/1000 0:00:00:08.734/1000 480.24 19.58 348.89 240.50 -1000.00 -1000.00 62.00 65.00 
264 263 30.00 0:00:00:08.800/1000 0:00:00:08.767/1000 479.23 18.46 349.42 240.10 -1000.00 -1000.00 61.00 64.00 
265 265 30.00 0:00:00:08.834/1000 0:00:00:08.800/1000 478.09 17.16 350.02 239.63 -1000.00 -1000.00 61.00 62.00 
266 266 30.00 0:00:00:08.867/1000 0:00:00:08.834/1000 476.98 15.67 350.62 239.09 -1000.00 -1000.00 60.00 62.00 
267 266 30.00 0:00:00:08.900/1000 0:00:00:08.867/1000 475.98 13.82 351.20 238.40 -1000.00 -1000.00 61.00 59.00 
268 268 30.00 0:00:00:08.934/1000 0:00:00:08.900/1000 474.83 12.18 351.83 237.80 -1000.00 -1000.00 60.00 56.00 
269 269 30.00 0:00:00:08.967/1000 0:00:00:08.934/1000 473.35 11.16 352.56 237.46 -1000.00 -1000.00 60.00 57.00 
270 269 30.00 0:00:00:09.00/1000 0:00:00:08.967/1000 472.15 10.67 353.12 237.33 -1000.00 -1000.00 60.00 56.00 
271 271 30.00 0:00:00:09.34/1000 0:00:00:09.00/1000 471.14 10.19 353.60 237.19 -1000.00 -1000.00 60.00 58.00 
272 272 30.00 0:00:00:09.67/1000 0:00:00:09.34/1000 469.95 9.38 354.18 236.92 -1000.00 -1000.00 59.00 53.00 
273 272 30.00 0:00:00:09.100/1000 0:00:00:09.67/1000 468.98 9.04 354.63 236.84 -1000.00 -1000.00 59.00 57.00 
274 274 30.00 0:00:00:09.134/1000 0:00:00:09.100/1000 467.77 8.69 355.18 236.76 -1000.00 -1000.00 59.00 55.00 
275 275 30.00 0:00:00:09.167/1000 0:00:00:09.134/1000 466.93 8.47 355.57 236.72 -1000.00 -1000.00 59.00 55.00 
276 275 30.00 0:00:00:09.200/1000 0:00:00:09.167/1000 466.45 7.71 355.83 236.44 -1000.00 -1000.00 58.00 54.00 
277 277 30.00 0:00:00:09.234/1000 0:00:00:09.200/1000 465.84 6.64 356.18 236.04 -1000.00 -1000.00 58.00 53.00 
278 278 30.00 0:00:00:09.267/1000 0:00:00:09.234/1000 465.56 5.94 356.36 235.77 -1000.00 -1000.00 58.00 53.00 
279 278 30.00 0:00:00:09.300/1000 0:00:00:09.267/1000 465.07 5.14 356.63 235.47 -1000.00 -1000.00 58.00 53.00 
280 280 30.00 0:00:00:09.334/1000 0:00:00:09.300/1000 464.61 4.52 356.88 235.25 -1000.00 -1000.00 58.00 54.00 
281 281 30.00 0:00:00:09.367/1000 0:00:00:09.334/1000 464.24 3.69 357.11 234.93 -1000.00 -1000.00 58.00 53.00 
282 281 30.00 0:00:00:09.400/1000 0:00:00:09.367/1000 463.44 2.54 357.54 234.51 -1000.00 -1000.00 58.00 53.00 
283 283 30.00 0:00:00:09.434/1000 0:00:00:09.400/1000 459.27 -0.10 359.56 233.67 -1000.00 -1000.00 57.00 53.00 
284 284 30.00 0:00:00:09.467/1000 0:00:00:09.434/1000 441.20 -9.91 368.10 230.72 -1000.00 -1000.00 54.00 59.00 
285 284 30.00 0:00:00:09.500/1000 0:00:00:09.467/1000 426.56 -19.05 375.04 227.87 -1000.00 -1000.00 54.00 59.00 
286 286 30.00 0:00:00:09.534/1000 0:00:00:09.500/1000 427.10 -21.90 375.05 226.69 -1000.00 -1000.00 54.00 58.00 
287 287 30.00 0:00:00:09.567/1000 0:00:00:09.534/1000 428.06 -24.37 374.84 225.65 -1000.00 -1000.00 51.00 55.00 
288 287 30.00 0:00:00:09.600/1000 0:00:00:09.567/1000 429.17 -25.57 374.47 225.09 -1000.00 -1000.00 52.00 55.00 
289 289 30.00 0:00:00:09.634/1000 0:00:00:09.600/1000 434.15 -24.64 372.29 225.18 -1000.00 -1000.00 51.00 50.00 
290 290 30.00 0:00:00:09.667/1000 0:00:00:09.634/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
291 290 30.00 0:00:00:09.700/1000 0:00:00:09.667/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
292 292 30.00 0:00:00:09.734/1000 0:00:00:09.700/1000 423.09 -23.48 376.86 226.29 -1000.00 -1000.00 18.00 21.00 
293 293 30.00 0:00:00:09.767/1000 0:00:00:09.734/1000 423.65 -26.53 376.88 225.03 -1000.00 -1000.00 54.00 50.00 
294 293 30.00 0:00:00:09.800/1000 0:00:00:09.767/1000 440.72 -31.39 370.05 222.04 -1000.00 -1000.00 54.00 58.00 
295 295 30.00 0:00:00:09.834/1000 0:00:00:09.800/1000 441.31 -32.68 369.90 221.47 -1000.00 -1000.00 55.00 58.00 
296 296 30.00 0:00:00:09.867/1000 0:00:00:09.834/1000 440.58 -31.97 370.15 221.81 -1000.00 -1000.00 55.00 58.00 
297 296 30.00 0:00:00:09.900/1000 0:00:00:09.867/1000 440.89 -31.91 370.02 221.82 -1000.00 -1000.00 56.00 59.00 
298 298 30.00 0:00:00:09.934/1000 0:00:00:09.900/1000 441.05 -31.93 369.95 221.80 -1000.00 -1000.00 56.00 59.00 
299 299 30.00 0:00:00:09.967/1000 0:00:00:09.934/1000 440.97 -32.55 370.03 221.55 -1000.00 -1000.00 55.00 59.00 
300 299 30.00 0:00:00:10.00/1000 0:00:00:09.967/1000 441.15 -33.07 370.00 221.33 -1000.00 -1000.00 56.00 58.00 
301 301 30.00 0:00:00:10.34/1000 0:00:00:10.00/1000 441.68 -33.02 369.77 221.31 -1000.00 -1000.00 56.00 60.00 
302 302 30.00 0:00:00:10.67/1000 0:00:00:10.34/1000 442.17 -32.68 369.53 221.42 -1000.00 -1000.00 56.00 59.00 
303 302 30.00 0:00:00:10.100/1000 0:00:00:10.67/1000 442.12 -32.46 369.54 221.51 -1000.00 -1000.00 56.00 59.00 
304 304 30.00 0:00:00:10.134/1000 0:00:00:10.100/1000 441.98 -32.63 369.61 221.46 -1000.00 -1000.00 57.00 59.00 
305 305 30.00 0:00:00:10.167/1000 0:00:00:10.134/1000 441.95 -32.72 369.63 221.42 -1000.00 -1000.00 57.00 59.00 
306 305 30.00 0:00:00:10.200/1000 0:00:00:10.167/1000 441.79 -32.65 369.69 221.46 -1000.00 -1000.00 58.00 59.00 
307 307 30.00 0:00:00:10.234/1000 0:00:00:10.200/1000 441.53 -32.35 369.78 221.60 -1000.00 -1000.00 58.00 59.00 
308 308 30.00 0:00:00:10.267/1000 0:00:00:10.234/1000 441.53 -32.04 369.75 221.72 -1000.00 -1000.00 58.00 61.00 
309 308 30.00 0:00:00:10.300/1000 0:00:00:10.267/1000 441.46 -31.78 369.76 221.83 -1000.00 -1000.00 58.00 60.00 
310 310 30.00 0:00:00:10.334/1000 0:00:00:10.300/1000 441.46 -31.64 369.75 221.89 -1000.00 -1000.00 59.00 60.00 
311 311 30.00 0:00:00:10.367/1000 0:00:00:10.334/1000 441.71 -31.58 369.64 221.90 -1000.00 -1000.00 59.00 60.00 
312 311 30.00 0:00:00:10.400/1000 0:00:00:10.367/1000 441.65 -31.53 369.66 221.92 -1000.00 -1000.00 58.00 60.00 
313 313 30.00 0:00:00:10.434/1000 0:00:00:10.400/1000 441.17 -30.61 369.79 222.33 -1000.00 -1000.00 58.00 61.00 
314 314 30.00 0:00:00:10.467/1000 0:00:00:10.434/1000 434.64 -19.16 371.64 227.36 -1000.00 -1000.00 54.00 61.00 
315 314 30.00 0:00:00:10.500/1000 0:00:00:10.467/1000 428.49 -7.94 373.31 232.22 -1000.00 -1000.00 49.00 60.00 
316 316 30.00 0:00:00:10.534/1000 0:00:00:10.500/1000 428.91 -7.56 373.11 232.34 -1000.00 -1000.00 53.00 62.00 
317 317 30.00 0:00:00:10.567/1000 0:00:00:10.534/1000 429.20 -7.93 373.01 232.18 -1000.00 -1000.00 54.00 62.00 
318 317 30.00 0:00:00:10.600/1000 0:00:00:10.567/1000 429.46 -7.90 372.90 232.18 -1000.00 -1000.00 53.00 62.00 
319 319 30.00 0:00:00:10.634/1000 0:00:00:10.600/1000 430.27 -7.65 372.54 232.23 -1000.00 -1000.00 54.00 62.00 
320 320 30.00 0:00:00:10.667/1000 0:00:00:10.634/1000 431.40 -7.72 372.07 232.14 -1000.00 -1000.00 52.00 62.00 
321 320 30.00 0:00:00:10.700/1000 0:00:00:10.667/1000 412.02 -3.28 379.79 234.96 -1000.00 -1000.00 50.00 62.00 
322 322 30.00 0:00:00:10.734/1000 0:00:00:10.700/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
323 323 30.00 0:00:00:10.767/1000 0:00:00:10.734/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
324 323 30.00 0:00:00:10.800/1000 0:00:00:10.767/1000 307.84 85.33 412.85 272.53 -1000.00 -1000.00 17.00 25.00 
325 325 30.00 0:00:00:10.834/1000 0:00:00:10.800/1000 216.58 154.84 438.80 298.55 -1000.00 -1000.00 47.00 65.00 
326 326 30.00 0:00:00:10.867/1000 0:00:00:10.834/1000 226.77 145.05 436.23 295.12 -1000.00 -1000.00 35.00 34.00 
327 326 30.00 0:00:00:10.900/1000 0:00:00:10.867/1000 236.47 154.63 432.09 298.10 -1000.00 -1000.00 40.00 43.00 
328 328 30.00 0:00:00:10.934/1000 0:00:00:10.900/1000 242.44 144.01 430.98 294.45 -1000.00 -1000.00 42.00 50.00 
329 329 30.00 0:00:00:10.967/1000 0:00:00:10.934/1000 247.22 137.14 429.94 292.05 -1000.00 -1000.00 43.00 54.00 
330 329 30.00 0:00:00:11.00/1000 0:00:00:10.967/1000 255.14 133.86 427.48 290.77 -1000.00 -1000.00 42.00 56.00 
331 331 30.00 0:00:00:11.34/1000 0:00:00:11.00/1000 266.40 133.58 423.57 290.42 -1000.00 -1000.00 45.00 58.00 
332 332 30.00 0:00:00:11.67/1000 0:00:00:11.34/1000 274.16 132.15 420.96 289.75 -1000.00 -1000.00 47.00 62.00 
333 332 30.00 0:00:00:11.100/1000 0:00:00:11.67/1000 277.23 129.70 420.08 288.84 -1000.00 -1000.00 49.00 65.00 
334 334 30.00 0:00:00:11.134/1000 0:00:00:11.100/1000 279.71 127.90 419.35 288.17 -1000.00 -1000.00 48.00 64.00 
335 335 30.00 0:00:00:11.167/1000 0:00:00:11.134/1000 281.80 126.57 418.72 287.66 -1000.00 -1000.00 47.00 64.00 
336 335 30.00 0:00:00:11.200/1000 0:00:00:11.167/1000 283.46 126.59 418.13 287.62 -1000.00 -1000.00 48.00 66.00 
337 337 30.00 0:00:00:11.234/1000 0:00:00:11.200/1000 284.88 127.43 417.55 287.88 -1000.00 -1000.00 47.00 66.00 
338 338 30.00 0:00:00:11.267/1000 0:00:00:11.234/1000 285.83 129.04 417.07 288.41 -1000.00 -1000.00 47.00 63.00 
339 338 30.00 0:00:00:11.300/1000 0:00:00:11.267/1000 285.94 131.39 416.83 289.21 -1000.00 -1000.00 47.00 61.00 
340 340 30.00 0:00:00:11.334/1000 0:00:00:11.300/1000 286.86 131.90 416.46 289.36 -1000.00 -1000.00 46.00 64.00 
341 341 30.00 0:00:00:11.367/1000 0:00:00:11.334/1000 296.34 142.18 412.18 292.67 -1000.00 -1000.00 50.00 64.00 
342 341 30.00 0:00:00:11.400/1000 0:00:00:11.367/1000 305.42 156.42 407.71 297.34 -1000.00 -1000.00 49.00 60.00 
343 343 30.00 0:00:00:11.434/1000 0:00:00:11.400/1000 306.36 159.51 407.11 298.37 -1000.00 -1000.00 48.00 62.00 
344 344 30.00 0:00:00:11.467/1000 0:00:00:11.434/1000 306.86 159.61 406.93 298.40 -1000.00 -1000.00 48.00 57.00 
345 344 30.00 0:00:00:11.500/1000 0:00:00:11.467/1000 307.45 159.69 406.70 298.41 -1000.00 -1000.00 49.00 57.00 
346 346 30.00 0:00:00:11.534/1000 0:00:00:11.500/1000 308.02 158.91 406.56 298.13 -1000.00 -1000.00 49.00 59.00 
347 347 30.00 0:00:00:11.567/1000 0:00:00:11.534/1000 308.04 159.65 406.49 298.38 -1000.00 -1000.00 44.00 57.00 
348 347 30.00 0:00:00:11.600/1000 0:00:00:11.567/1000 308.41 161.16 406.23 298.89 -1000.00 -1000.00 48.00 57.00 
349 349 30.00 0:00:00:11.634/1000 0:00:00:11.600/1000 314.81 168.28 403.32 301.19 -1000.00 -1000.00 49.00 55.00 
350 350 30.00 0:00:00:11.667/1000 0:00:00:11.634/1000 320.76 174.52 400.64 303.21 -1000.00 -1000.00 49.00 60.00 
351 350 30.00 0:00:00:11.700/1000 0:00:00:11.667/1000 321.19 174.08 400.51 303.05 -1000.00 -1000.00 48.00 58.00 
352 352 30.00 0:00:00:11.734/1000 0:00:00:11.700/1000 321.52 173.81 400.42 302.95 -1000.00 -1000.00 50.00 64.00 
353 353 30.00 0:00:00:11.767/1000 0:00:00:11.734/1000 321.66 174.04 400.34 303.03 -1000.00 -1000.00 49.00 58.00 
354 353 30.00 0:00:00:11.800/1000 0:00:00:11.767/1000 321.83 174.05 400.28 303.03 -1000.00 -1000.00 50.00 64.00 
355 355 30.00 0:00:00:11.834/1000 0:00:00:11.800/1000 321.96 173.48 400.28 302.83 -1000.00 -1000.00 50.00 64.00 
356 356 30.00 0:00:00:11.867/1000 0:00:00:11.834/1000 322.12 173.67 400.20 302.89 -1000.00 -1000.00 50.00 64.00 
357 356 30.00 0:00:00:11.900/1000 0:00:00:11.867/1000 322.43 173.64 400.09 302.88 -1000.00 -1000.00 51.00 64.00 
358 358 30.00 0:00:00:11.934/1000 0:00:00:11.900/1000 323.14 174.09 399.80 303.02 -1000.00 -1000.00 50.00 62.00 
359 359 30.00 0:00:00:11.967/1000 0:00:00:11.934/1000 324.20 174.57 399.37 303.16 -1000.00 -1000.00 51.00 64.00 
360 359 30.00 0:00:00:12.00/1000 0:00:00:11.967/1000 325.38 175.38 398.87 303.42 -1000.00 -1000.00 50.00 62.00 
361 361 30.00 0:00:00:12.34/1000 0:00:00:12.00/1000 328.60 178.05 397.47 304.27 -1000.00 -1000.00 56.00 60.00 
362 362 30.00 0:00:00:12.67/1000 0:00:00:12.34/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
363 362 30.00 0:00:00:12.100/1000 0:00:00:12.67/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
364 364 30.00 0:00:00:12.134/1000 0:00:00:12.100/1000 345.01 136.27 394.74 289.48 -1000.00 -1000.00 31.00 29.00 
365 365 30.00 0:00:00:12.167/1000 0:00:00:12.134/1000 353.65 75.42 396.48 267.42 -1000.00 -1000.00 42.00 51.00 
366 365 30.00 0:00:00:12.200/1000 0:00:00:12.167/1000 348.96 50.67 400.37 258.49 -1000.00 -1000.00 50.00 63.00 
367 367 30.00 0:00:00:12.234/1000 0:00:00:12.200/1000 349.58 44.25 400.68 256.09 -1000.00 -1000.00 50.00 62.00 
368 368 30.00 0:00:00:12.267/1000 0:00:00:12.234/1000 351.43 42.21 400.14 255.25 -1000.00 -1000.00 50.00 63.00 
369 368 30.00 0:00:00:12.300/1000 0:00:00:12.267/1000 355.15 38.79 398.99 253.82 -1000.00 -1000.00 52.00 64.00 
370 370 30.00 0:00:00:12.334/1000 0:00:00:12.300/1000 359.90 36.23 397.37 252.66 -1000.00 -1000.00 51.00 64.00 
371 371 30.00 0:00:00:12.367/1000 0:00:00:12.334/1000 364.96 34.13 395.57 251.65 -1000.00 -1000.00 53.00 65.00 
372 371 30.00 0:00:00:12.400/1000 0:00:00:12.367/1000 370.30 32.75 393.59 250.90 -1000.00 -1000.00 52.00 65.00 
373 373 30.00 0:00:00:12.434/1000 0:00:00:12.400/1000 377.96 32.56 390.58 250.49 -1000.00 -1000.00 49.00 64.00 
374 374 30.00 0:00:00:12.467/1000 0:00:00:12.434/1000 398.60 34.17 382.18 250.18 -1000.00 -1000.00 58.00 68.00 
375 374 30.00 0:00:00:12.500/1000 0:00:00:12.467/1000 415.97 36.27 374.93 250.21 -1000.00 -1000.00 59.00 68.00 
376 376 30.00 0:00:00:12.534/1000 0:00:00:12.500/1000 419.76 36.96 373.31 250.30 -1000.00 -1000.00 61.00 68.00 
377 377 30.00 0:00:00:12.567/1000 0:00:00:12.534/1000 421.44 37.21 372.59 250.32 -1000.00 -1000.00 61.00 68.00 
378 377 30.00 0:00:00:12.600/1000 0:00:00:12.567/1000 422.28 37.46 372.23 250.38 -1000.00 -1000.00 60.00 68.00 
379 379 30.00 0:00:00:12.634/1000 0:00:00:12.600/1000 423.74 37.98 371.58 250.52 -1000.00 -1000.00 61.00 69.00 
